,op_id,op_type,suc,read,write,maca,cv_dsp
165,InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0e_1x7/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6d/concat'],133602,3983,13464,13464
166,InceptionV4/InceptionV4/Mixed_6d/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV4/InceptionV4/Mixed_6e/Branch_3/AvgPool_0a_3x3/AvgPool']",50997,23038,13521,13521
167,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_0/Conv2d_0a_1x1/Relu'],64624,5642,26622,6532990
168,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0a_1x1/Relu'],125920,3642,14230,387238
169,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0a_1x1/Relu'],125920,3642,14230,387238
170,InceptionV4/InceptionV4/Mixed_6e/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_3/Conv2d_0b_1x1/Relu'],50997,23038,20643,249716
171,InceptionV4/InceptionV4/Mixed_6e/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6e/concat'],133602,5642,19041,19041
172,InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0b_1x7/Relu'],133602,3642,8275,8275
173,InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0b_7x1/Relu'],133602,3642,8275,8275
174,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_3/Conv2d_0b_1x1/Relu'],0,3094,9632,821606
175,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0b_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0b_1x7/Relu'],0,3983,12112,6532990
176,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0b_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0b_7x1/Relu'],83265,3642,9621,387238
177,InceptionV4/InceptionV4/Mixed_6e/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6e/concat'],133602,3094,7121,7121
178,InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0b_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0c_7x1/Relu'],133602,3983,11707,11707
179,InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0b_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0c_1x7/Relu'],133602,3642,8275,8275
180,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0c_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0c_7x1/Relu'],125920,3983,14084,6532990
181,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0c_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0c_1x7/Relu'],0,3983,12112,6532990
182,InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0c_7x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6e/concat'],133602,3983,13464,13464
183,InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0c_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0d_7x1/Relu'],133602,3983,11707,11707
184,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0d_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0d_7x1/Relu'],0,3983,14052,6532990
185,InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0d_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0e_1x7/Relu'],133602,3983,11707,11707
186,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0e_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0e_1x7/Relu'],125920,3983,14084,6532990
187,InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0e_1x7/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6e/concat'],133602,3983,13464,13464
188,InceptionV4/InceptionV4/Mixed_6e/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV4/InceptionV4/Mixed_6f/Branch_3/AvgPool_0a_3x3/AvgPool']",50997,23038,13521,13521
189,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6f/Branch_0/Conv2d_0a_1x1/Relu'],64624,5642,26622,6532990
190,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6f/Branch_1/Conv2d_0a_1x1/Relu'],125920,3642,14230,387238
191,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0a_1x1/Relu'],125920,3642,14230,387238
192,InceptionV4/InceptionV4/Mixed_6f/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_3/Conv2d_0b_1x1/Relu'],50997,23038,20643,249716
193,InceptionV4/InceptionV4/Mixed_6f/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6f/concat'],133602,5642,19041,19041
194,InceptionV4/InceptionV4/Mixed_6f/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_1/Conv2d_0b_1x7/Relu'],133602,3642,8275,8275
195,InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0b_7x1/Relu'],133602,3642,8275,8275
196,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6f/Branch_3/Conv2d_0b_1x1/Relu'],0,3094,9632,821606
197,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_1/Conv2d_0b_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6f/Branch_1/Conv2d_0b_1x7/Relu'],0,3983,12112,6532990
198,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0b_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0b_7x1/Relu'],83265,3642,9621,387238
199,InceptionV4/InceptionV4/Mixed_6f/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6f/concat'],133602,3094,7121,7121
200,InceptionV4/InceptionV4/Mixed_6f/Branch_1/Conv2d_0b_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_1/Conv2d_0c_7x1/Relu'],133602,3983,11707,11707
201,InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0b_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0c_1x7/Relu'],133602,3642,8275,8275
202,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_1/Conv2d_0c_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6f/Branch_1/Conv2d_0c_7x1/Relu'],125920,3983,14084,6532990
203,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0c_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0c_1x7/Relu'],0,3983,12112,6532990
204,InceptionV4/InceptionV4/Mixed_6f/Branch_1/Conv2d_0c_7x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6f/concat'],133602,3983,13464,13464
205,InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0c_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0d_7x1/Relu'],133602,3983,11707,11707
206,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0d_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0d_7x1/Relu'],0,3983,14052,6532990
207,InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0d_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0e_1x7/Relu'],133602,3983,11707,11707
208,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0e_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0e_1x7/Relu'],125920,3983,14084,6532990
209,InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0e_1x7/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6f/concat'],133602,3983,13464,13464
210,InceptionV4/InceptionV4/Mixed_6f/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV4/InceptionV4/Mixed_6g/Branch_3/AvgPool_0a_3x3/AvgPool']",50997,23038,13521,13521
211,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6g/Branch_0/Conv2d_0a_1x1/Relu'],64624,5642,26622,6532990
212,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6g/Branch_1/Conv2d_0a_1x1/Relu'],125920,3642,14230,387238
213,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0a_1x1/Relu'],125920,3642,14230,387238
214,InceptionV4/InceptionV4/Mixed_6g/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_3/Conv2d_0b_1x1/Relu'],50997,23038,20643,249716
215,InceptionV4/InceptionV4/Mixed_6g/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6g/concat'],133602,5642,19041,19041
216,InceptionV4/InceptionV4/Mixed_6g/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_1/Conv2d_0b_1x7/Relu'],133602,3642,8275,8275
217,InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0b_7x1/Relu'],133602,3642,8275,8275
218,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6g/Branch_3/Conv2d_0b_1x1/Relu'],0,3094,9632,821606
219,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_1/Conv2d_0b_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6g/Branch_1/Conv2d_0b_1x7/Relu'],0,3983,12112,6532990
220,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0b_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0b_7x1/Relu'],83265,3642,9621,387238
221,InceptionV4/InceptionV4/Mixed_6g/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6g/concat'],133602,3094,7121,7121
222,InceptionV4/InceptionV4/Mixed_6g/Branch_1/Conv2d_0b_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_1/Conv2d_0c_7x1/Relu'],133602,3983,11707,11707
223,InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0b_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0c_1x7/Relu'],133602,3642,8275,8275
224,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_1/Conv2d_0c_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6g/Branch_1/Conv2d_0c_7x1/Relu'],125920,3983,14084,6532990
225,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0c_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0c_1x7/Relu'],0,3983,12112,6532990
226,InceptionV4/InceptionV4/Mixed_6g/Branch_1/Conv2d_0c_7x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6g/concat'],133602,3983,13464,13464
227,InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0c_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0d_7x1/Relu'],133602,3983,11707,11707
228,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0d_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0d_7x1/Relu'],0,3983,14052,6532990
229,InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0d_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0e_1x7/Relu'],133602,3983,11707,11707
230,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0e_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0e_1x7/Relu'],125920,3983,14084,6532990
231,InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0e_1x7/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6g/concat'],133602,3983,13464,13464
232,InceptionV4/InceptionV4/Mixed_6g/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV4/InceptionV4/Mixed_6h/Branch_3/AvgPool_0a_3x3/AvgPool']",50997,23038,13521,13521
233,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6h/Branch_0/Conv2d_0a_1x1/Relu'],64624,5642,26622,6532990
234,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6h/Branch_1/Conv2d_0a_1x1/Relu'],125920,3642,14230,387238
235,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0a_1x1/Relu'],125920,3642,14230,387238
236,InceptionV4/InceptionV4/Mixed_6h/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_3/Conv2d_0b_1x1/Relu'],50997,23038,20643,249716
237,InceptionV4/InceptionV4/Mixed_6h/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6h/concat'],133602,5642,19041,19041
238,InceptionV4/InceptionV4/Mixed_6h/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_1/Conv2d_0b_1x7/Relu'],133602,3642,8275,8275
239,InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0b_7x1/Relu'],133602,3642,8275,8275
240,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6h/Branch_3/Conv2d_0b_1x1/Relu'],0,3094,9632,821606
241,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_1/Conv2d_0b_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6h/Branch_1/Conv2d_0b_1x7/Relu'],0,3983,12112,6532990
242,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0b_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0b_7x1/Relu'],83265,3642,9621,387238
243,InceptionV4/InceptionV4/Mixed_6h/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6h/concat'],133602,3094,7121,7121
244,InceptionV4/InceptionV4/Mixed_6h/Branch_1/Conv2d_0b_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_1/Conv2d_0c_7x1/Relu'],133602,3983,11707,11707
245,InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0b_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0c_1x7/Relu'],133602,3642,8275,8275
246,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_1/Conv2d_0c_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6h/Branch_1/Conv2d_0c_7x1/Relu'],125920,3983,14084,6532990
247,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0c_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0c_1x7/Relu'],0,3983,12112,6532990
248,InceptionV4/InceptionV4/Mixed_6h/Branch_1/Conv2d_0c_7x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6h/concat'],133602,3983,13464,13464
249,InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0c_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0d_7x1/Relu'],133602,3983,11707,11707
250,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0d_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0d_7x1/Relu'],0,3983,14052,6532990
251,InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0d_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0e_1x7/Relu'],133602,3983,11707,11707
252,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0e_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0e_1x7/Relu'],125920,3983,14084,6532990
253,InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0e_1x7/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6h/concat'],133602,3983,13464,13464
254,InceptionV4/InceptionV4/Mixed_6h/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7a/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_0a_1x1/Relu', 'InceptionV4/InceptionV4/Mixed_7a/Branch_2/MaxPool_1a_3x3/MaxPool']",50997,23038,13521,13521
255,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7a/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7a/Branch_0/Conv2d_0a_1x1/Relu'],125920,3642,14230,387238
256,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_0a_1x1/Relu'],148662,3983,18861,387238
257,InceptionV4/InceptionV4/Mixed_7a/Branch_2/MaxPool_1a_3x3/MaxPool,MaxPool,['InceptionV4/InceptionV4/Mixed_7a/concat'],50997,3983,12979,453568
258,InceptionV4/InceptionV4/Mixed_7a/Branch_0/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7a/Branch_0/Conv2d_1a_3x3/Relu'],133602,3642,8275,8275
259,InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_0b_1x7/Relu'],133602,3983,13464,13464
260,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7a/Branch_0/Conv2d_1a_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7a/Branch_0/Conv2d_1a_3x3/Relu'],0,3094,10939,6532990
261,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_0b_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_0b_1x7/Relu'],148662,3983,10514,2171277
262,InceptionV4/InceptionV4/Mixed_7a/Branch_0/Conv2d_1a_3x3/Relu,Relu,['InceptionV4/InceptionV4/Mixed_7a/concat'],133602,3094,5125,5125
263,InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_0b_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_0c_7x1/Relu'],133602,3983,13464,13464
264,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_0c_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_0c_7x1/Relu'],64624,5700,25431,2171277
265,InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_0c_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_1a_3x3/Relu'],133602,5700,17383,17383
266,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_1a_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_1a_3x3/Relu'],152821,3094,22667,592472
267,InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_1a_3x3/Relu,Relu,['InceptionV4/InceptionV4/Mixed_7a/concat'],133602,3094,5862,5862
268,InceptionV4/InceptionV4/Mixed_7a/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7b/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7b/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7b/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV4/InceptionV4/Mixed_7b/Branch_3/AvgPool_0a_3x3/AvgPool']",133602,5642,9841,9841
269,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7b/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7b/Branch_0/Conv2d_0a_1x1/Relu'],125920,3094,8302,1247502
270,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7b/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7b/Branch_1/Conv2d_0a_1x1/Relu'],64624,3094,7685,821606
271,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7b/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7b/Branch_2/Conv2d_0a_1x1/Relu'],64624,3094,7685,821606
272,InceptionV4/InceptionV4/Mixed_7b/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7b/Branch_3/Conv2d_0b_1x1/Relu'],133602,5642,-1,72649
273,InceptionV4/InceptionV4/Mixed_7b/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_7b/concat'],133602,3094,5393,5393
