,op_id,op_type,suc,maca,cv_dsp
294,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7c/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7c/Branch_1/Conv2d_0a_1x1/Relu'],75403,889324
295,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0a_1x1/Relu'],75403,889324
296,InceptionV4/InceptionV4/Mixed_7c/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7c/Branch_3/Conv2d_0b_1x1/Relu'],-1,211893
297,InceptionV4/InceptionV4/Mixed_7c/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_7c/concat'],142089,142089
298,InceptionV4/InceptionV4/Mixed_7c/Branch_1/Conv2d_0a_1x1/Relu,Relu,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7c/Branch_1/Conv2d_0b_1x3/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7c/Branch_1/Conv2d_0c_3x1/Relu']",142806,142806
299,InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0b_3x1/Relu'],142806,142806
300,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7c/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7c/Branch_3/Conv2d_0b_1x1/Relu'],137316,1376516
301,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7c/Branch_1/Conv2d_0b_1x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7c/Branch_1/Conv2d_0b_1x3/Relu'],57973,4486966
302,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7c/Branch_1/Conv2d_0c_3x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7c/Branch_1/Conv2d_0c_3x1/Relu'],57973,4486966
303,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0b_3x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0b_3x1/Relu'],158380,973362
304,InceptionV4/InceptionV4/Mixed_7c/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_7c/concat'],142089,142089
305,InceptionV4/InceptionV4/Mixed_7c/Branch_1/Conv2d_0b_1x3/Relu,Relu,['InceptionV4/InceptionV4/Mixed_7c/Branch_1/concat'],142089,142089
306,InceptionV4/InceptionV4/Mixed_7c/Branch_1/Conv2d_0c_3x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_7c/Branch_1/concat'],142089,142089
307,InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0b_3x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0c_1x3/Relu'],142981,142981
308,InceptionV4/InceptionV4/Mixed_7c/Branch_1/concat,Concat,['InceptionV4/InceptionV4/Mixed_7c/concat'],141059,141059
309,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0c_1x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0c_1x3/Relu'],18065,824700
310,InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0c_1x3/Relu,Relu,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0d_1x3/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0e_3x1/Relu']",143314,143314
311,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0d_1x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0d_1x3/Relu'],11396,1250596
312,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0e_3x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0e_3x1/Relu'],11396,1250596
313,InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0d_1x3/Relu,Relu,['InceptionV4/InceptionV4/Mixed_7c/Branch_2/concat'],142089,142089
314,InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0e_3x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_7c/Branch_2/concat'],142089,142089
315,InceptionV4/InceptionV4/Mixed_7c/Branch_2/concat,Concat,['InceptionV4/InceptionV4/Mixed_7c/concat'],141059,141059
316,InceptionV4/InceptionV4/Mixed_7c/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV4/InceptionV4/Mixed_7d/Branch_3/AvgPool_0a_3x3/AvgPool']",149085,149085
317,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7d/Branch_0/Conv2d_0a_1x1/Relu'],137316,1376516
318,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7d/Branch_1/Conv2d_0a_1x1/Relu'],75403,889324
319,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0a_1x1/Relu'],75403,889324
320,InceptionV4/InceptionV4/Mixed_7d/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_3/Conv2d_0b_1x1/Relu'],-1,211893
321,InceptionV4/InceptionV4/Mixed_7d/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_7d/concat'],142089,142089
322,InceptionV4/InceptionV4/Mixed_7d/Branch_1/Conv2d_0a_1x1/Relu,Relu,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_1/Conv2d_0b_1x3/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_1/Conv2d_0c_3x1/Relu']",142806,142806
323,InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0b_3x1/Relu'],142806,142806
324,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7d/Branch_3/Conv2d_0b_1x1/Relu'],137316,1376516
325,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_1/Conv2d_0b_1x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7d/Branch_1/Conv2d_0b_1x3/Relu'],57973,4486966
326,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_1/Conv2d_0c_3x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7d/Branch_1/Conv2d_0c_3x1/Relu'],57973,4486966
327,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0b_3x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0b_3x1/Relu'],158380,973362
328,InceptionV4/InceptionV4/Mixed_7d/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_7d/concat'],142089,142089
329,InceptionV4/InceptionV4/Mixed_7d/Branch_1/Conv2d_0b_1x3/Relu,Relu,['InceptionV4/InceptionV4/Mixed_7d/Branch_1/concat'],142089,142089
330,InceptionV4/InceptionV4/Mixed_7d/Branch_1/Conv2d_0c_3x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_7d/Branch_1/concat'],142089,142089
331,InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0b_3x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0c_1x3/Relu'],142981,142981
332,InceptionV4/InceptionV4/Mixed_7d/Branch_1/concat,Concat,['InceptionV4/InceptionV4/Mixed_7d/concat'],141059,141059
333,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0c_1x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0c_1x3/Relu'],18065,824700
334,InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0c_1x3/Relu,Relu,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0d_1x3/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0e_3x1/Relu']",143314,143314
335,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0d_1x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0d_1x3/Relu'],11396,1250596
336,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0e_3x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0e_3x1/Relu'],11396,1250596
337,InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0d_1x3/Relu,Relu,['InceptionV4/InceptionV4/Mixed_7d/Branch_2/concat'],142089,142089
338,InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0e_3x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_7d/Branch_2/concat'],142089,142089
339,InceptionV4/InceptionV4/Mixed_7d/Branch_2/concat,Concat,['InceptionV4/InceptionV4/Mixed_7d/concat'],141059,141059
340,InceptionV4/InceptionV4/Mixed_7d/concat,Concat,['InceptionV4/Logits/AvgPool_1a/AvgPool'],149085,149085
341,InceptionV4/Logits/AvgPool_1a/AvgPool,AveragePool,['InceptionV4/Logits/Logits/BiasAdd'],-1,209345
342,InceptionV4/Logits/Logits/BiasAdd,Gemm,['InceptionV4/Logits/Predictions'],300,300
343,InceptionV4/Logits/Predictions,Softmax,[],-1,142900
