,op_id,op_type,suc,read,write,maca,cv_dsp
27,InceptionResnetV2/InceptionResnetV2/Mixed_5b/concat,Concat,"['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_0/Conv2d_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_2/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Relu']",0,19232,14483,14483
28,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_0/Conv2d_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_0/Conv2d_1x1/Relu'],0,3094,5726,554566
29,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_1/Conv2d_0a_1x1/Relu'],0,3094,5726,554566
30,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_2/Conv2d_0a_1x1/Relu'],0,3094,5726,554566
31,InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_0/Conv2d_1x1/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/concat'],133602,3094,7216,7216
32,InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_1/Conv2d_0b_3x3/Relu'],133602,3094,7216,7216
33,InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_2/Conv2d_0b_3x3/Relu'],133602,3094,7216,7216
34,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_1/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_1/Conv2d_0b_3x3/Relu'],133602,3094,3232,554566
35,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_2/Conv2d_0b_3x3/Relu'],133602,3642,1965,4432875
36,InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_1/Conv2d_0b_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/concat'],133602,3094,7216,7216
37,InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_2/Conv2d_0c_3x3/Relu'],133602,3642,10415,10415
38,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_2/Conv2d_0c_3x3/Relu'],133602,5700,6031,821606
39,InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/concat'],133602,5700,13648,13648
40,InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/concat,Concat,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/mul'],80323,11686,8566,8566
41,InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/mul,Conv,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Relu'],113706,19232,11059,821606
42,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Relu,Add,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Relu'],0,19232,-1,99416
43,InceptionResnetV2/InceptionResnetV2/Repeat/block35_1/Relu,Relu,"['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_0/Conv2d_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_2/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Relu']",0,19232,55014,55014
44,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_0/Conv2d_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_0/Conv2d_1x1/Relu'],0,3094,5726,554566
45,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_1/Conv2d_0a_1x1/Relu'],0,3094,5726,554566
46,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_2/Conv2d_0a_1x1/Relu'],0,3094,5726,554566
47,InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_0/Conv2d_1x1/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/concat'],133602,3094,7216,7216
48,InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_1/Conv2d_0b_3x3/Relu'],133602,3094,7216,7216
49,InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_2/Conv2d_0b_3x3/Relu'],133602,3094,7216,7216
50,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_1/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_1/Conv2d_0b_3x3/Relu'],133602,3094,3232,554566
51,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_2/Conv2d_0b_3x3/Relu'],133602,3642,1965,4432875
52,InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_1/Conv2d_0b_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/concat'],133602,3094,7216,7216
53,InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_2/Conv2d_0c_3x3/Relu'],133602,3642,10415,10415
54,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_2/Conv2d_0c_3x3/Relu'],133602,5700,6031,821606
55,InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/concat'],133602,5700,13648,13648
56,InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/concat,Concat,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/mul'],80323,11686,8566,8566
57,InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/mul,Conv,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Relu'],113706,19232,11059,821606
58,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Relu,Add,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Relu'],0,19232,-1,99416
59,InceptionResnetV2/InceptionResnetV2/Repeat/block35_2/Relu,Relu,"['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_0/Conv2d_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_2/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Relu']",0,19232,55014,55014
60,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_0/Conv2d_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_0/Conv2d_1x1/Relu'],0,3094,5726,554566
61,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_1/Conv2d_0a_1x1/Relu'],0,3094,5726,554566
62,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_2/Conv2d_0a_1x1/Relu'],0,3094,5726,554566
63,InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_0/Conv2d_1x1/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/concat'],133602,3094,7216,7216
64,InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_1/Conv2d_0b_3x3/Relu'],133602,3094,7216,7216
65,InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_2/Conv2d_0b_3x3/Relu'],133602,3094,7216,7216
66,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_1/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_1/Conv2d_0b_3x3/Relu'],133602,3094,3232,554566
67,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_2/Conv2d_0b_3x3/Relu'],133602,3642,1965,4432875
68,InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_1/Conv2d_0b_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/concat'],133602,3094,7216,7216
69,InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_2/Conv2d_0c_3x3/Relu'],133602,3642,10415,10415
70,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_2/Conv2d_0c_3x3/Relu'],133602,5700,6031,821606
71,InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/concat'],133602,5700,13648,13648
72,InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/concat,Concat,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/mul'],80323,11686,8566,8566
73,InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/mul,Conv,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Relu'],113706,19232,11059,821606
74,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Relu,Add,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Relu'],0,19232,-1,99416
75,InceptionResnetV2/InceptionResnetV2/Repeat/block35_3/Relu,Relu,"['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_0/Conv2d_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_2/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Relu']",0,19232,55014,55014
76,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_0/Conv2d_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_0/Conv2d_1x1/Relu'],0,3094,5726,554566
77,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_1/Conv2d_0a_1x1/Relu'],0,3094,5726,554566
78,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_2/Conv2d_0a_1x1/Relu'],0,3094,5726,554566
79,InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_0/Conv2d_1x1/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/concat'],133602,3094,7216,7216
80,InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_1/Conv2d_0b_3x3/Relu'],133602,3094,7216,7216
81,InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_2/Conv2d_0b_3x3/Relu'],133602,3094,7216,7216
82,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_1/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_1/Conv2d_0b_3x3/Relu'],133602,3094,3232,554566
83,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_2/Conv2d_0b_3x3/Relu'],133602,3642,1965,4432875
84,InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_1/Conv2d_0b_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/concat'],133602,3094,7216,7216
85,InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_2/Conv2d_0c_3x3/Relu'],133602,3642,10415,10415
86,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_2/Conv2d_0c_3x3/Relu'],133602,5700,6031,821606
87,InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/concat'],133602,5700,13648,13648
88,InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/concat,Concat,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/mul'],80323,11686,8566,8566
89,InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/mul,Conv,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Relu'],113706,19232,11059,821606
90,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Relu,Add,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Relu'],0,19232,-1,99416
91,InceptionResnetV2/InceptionResnetV2/Repeat/block35_4/Relu,Relu,"['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_0/Conv2d_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_2/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Relu']",0,19232,55014,55014
92,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_0/Conv2d_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_0/Conv2d_1x1/Relu'],0,3094,5726,554566
93,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_1/Conv2d_0a_1x1/Relu'],0,3094,5726,554566
94,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_2/Conv2d_0a_1x1/Relu'],0,3094,5726,554566
95,InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_0/Conv2d_1x1/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/concat'],133602,3094,7216,7216
96,InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_1/Conv2d_0b_3x3/Relu'],133602,3094,7216,7216
97,InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_2/Conv2d_0b_3x3/Relu'],133602,3094,7216,7216
98,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_1/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_1/Conv2d_0b_3x3/Relu'],133602,3094,3232,554566
99,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_2/Conv2d_0b_3x3/Relu'],133602,3642,1965,4432875
100,InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_1/Conv2d_0b_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/concat'],133602,3094,7216,7216
101,InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_2/Conv2d_0c_3x3/Relu'],133602,3642,10415,10415
102,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_2/Conv2d_0c_3x3/Relu'],133602,5700,6031,821606
103,InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/concat'],133602,5700,13648,13648
104,InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/concat,Concat,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/mul'],80323,11686,8566,8566
105,InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/mul,Conv,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Relu'],113706,19232,11059,821606
106,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Relu,Add,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Relu'],0,19232,-1,99416
107,InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Relu,Relu,"['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_0/Conv2d_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Relu']",0,19232,55014,55014
108,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_0/Conv2d_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_0/Conv2d_1x1/Relu'],0,3094,5726,554566
109,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_1/Conv2d_0a_1x1/Relu'],0,3094,5726,554566
110,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0a_1x1/Relu'],0,3094,5726,554566
111,InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_0/Conv2d_1x1/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/concat'],133602,3094,7216,7216
112,InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_1/Conv2d_0b_3x3/Relu'],133602,3094,7216,7216
113,InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0b_3x3/Relu'],133602,3094,7216,7216
114,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_1/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_1/Conv2d_0b_3x3/Relu'],133602,3094,3232,554566
115,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0b_3x3/Relu'],133602,3642,1965,4432875
116,InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_1/Conv2d_0b_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/concat'],133602,3094,7216,7216
117,InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0c_3x3/Relu'],133602,3642,10415,10415
118,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0c_3x3/Relu'],133602,5700,6031,821606
119,InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/concat'],133602,5700,13648,13648
120,InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/concat,Concat,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/mul'],80323,11686,8566,8566
121,InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/mul,Conv,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Relu'],113706,19232,11059,821606
122,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Relu,Add,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Relu'],0,19232,-1,99416
123,InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Relu,Relu,"['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_0/Conv2d_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_2/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Relu']",0,19232,55014,55014
124,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_0/Conv2d_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_0/Conv2d_1x1/Relu'],0,3094,5726,554566
125,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_1/Conv2d_0a_1x1/Relu'],0,3094,5726,554566
126,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_2/Conv2d_0a_1x1/Relu'],0,3094,5726,554566
127,InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_0/Conv2d_1x1/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/concat'],133602,3094,7216,7216
