,op_id,op_type,suc,read,write,maca,cv_dsp
17,InceptionV3/InceptionV3/Mixed_5b/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_1/Conv2d_0b_5x5/Relu'],133602,3642,10415,10415
18,InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0b_3x3/Relu'],133602,5700,13648,13648
19,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5b/Branch_3/Conv2d_0b_1x1/Relu'],113706,3094,2176,410095
20,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_1/Conv2d_0b_5x5/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5b/Branch_1/Conv2d_0b_5x5/Relu'],80323,5700,10880,6532990
21,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0b_3x3/Relu'],80323,5700,8270,387238
22,InceptionV3/InceptionV3/Mixed_5b/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5b/concat'],133602,3094,7216,7216
23,InceptionV3/InceptionV3/Mixed_5b/Branch_1/Conv2d_0b_5x5/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5b/concat'],133602,5700,13648,13648
24,InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0c_3x3/Relu'],133602,5700,19976,19976
25,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0c_3x3/Relu'],113706,5700,10034,6532990
26,InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5b/concat'],133602,5700,19976,19976
27,InceptionV3/InceptionV3/Mixed_5b/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv2d_0b_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV3/InceptionV3/Mixed_5c/Branch_3/AvgPool_0a_3x3/AvgPool']",83265,29573,13573,13573
28,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5c/Branch_0/Conv2d_0a_1x1/Relu'],83265,5700,7038,1247502
29,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv2d_0b_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv2d_0b_1x1/Relu'],83265,3642,5155,4432875
30,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0a_1x1/Relu'],83265,5700,7038,1247502
31,InceptionV3/InceptionV3/Mixed_5c/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_3/Conv2d_0b_1x1/Relu'],83265,29573,20643,243211
32,InceptionV3/InceptionV3/Mixed_5c/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5c/concat'],133602,5700,13648,13648
33,InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv2d_0b_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv_1_0c_5x5/Relu'],133602,3642,10415,10415
34,InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0b_3x3/Relu'],133602,5700,13648,13648
35,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5c/Branch_3/Conv2d_0b_1x1/Relu'],83265,5700,7038,1247502
36,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv_1_0c_5x5/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv_1_0c_5x5/Relu'],80323,5700,10880,6532990
37,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0b_3x3/Relu'],80323,5700,8270,387238
38,InceptionV3/InceptionV3/Mixed_5c/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5c/concat'],133602,5700,13648,13648
39,InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv_1_0c_5x5/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5c/concat'],133602,5700,13648,13648
40,InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0c_3x3/Relu'],133602,5700,19976,19976
41,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0c_3x3/Relu'],113706,5700,10034,6532990
42,InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5c/concat'],133602,5700,19976,19976
43,InceptionV3/InceptionV3/Mixed_5c/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV3/InceptionV3/Mixed_5d/Branch_3/AvgPool_0a_3x3/AvgPool']",0,29165,15072,15072
44,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5d/Branch_0/Conv2d_0a_1x1/Relu'],0,5700,5803,1247502
45,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5d/Branch_1/Conv2d_0a_1x1/Relu'],0,3642,1965,4432875
46,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0a_1x1/Relu'],0,5700,5803,1247502
47,InceptionV3/InceptionV3/Mixed_5d/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_3/Conv2d_0b_1x1/Relu'],0,29165,33260,268318
48,InceptionV3/InceptionV3/Mixed_5d/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5d/concat'],133602,5700,13648,13648
49,InceptionV3/InceptionV3/Mixed_5d/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_1/Conv2d_0b_5x5/Relu'],133602,3642,10415,10415
50,InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0b_3x3/Relu'],133602,5700,13648,13648
51,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5d/Branch_3/Conv2d_0b_1x1/Relu'],0,5700,5803,1247502
52,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_1/Conv2d_0b_5x5/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5d/Branch_1/Conv2d_0b_5x5/Relu'],80323,5700,10880,6532990
53,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0b_3x3/Relu'],80323,5700,8270,387238
54,InceptionV3/InceptionV3/Mixed_5d/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5d/concat'],133602,5700,13648,13648
55,InceptionV3/InceptionV3/Mixed_5d/Branch_1/Conv2d_0b_5x5/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5d/concat'],133602,5700,13648,13648
56,InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0c_3x3/Relu'],133602,5700,19976,19976
57,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0c_3x3/Relu'],113706,5700,10034,6532990
58,InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5d/concat'],133602,5700,19976,19976
59,InceptionV3/InceptionV3/Mixed_5d/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6a/Branch_0/Conv2d_1a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_0a_1x1/Relu', 'InceptionV3/InceptionV3/Mixed_6a/Branch_2/MaxPool_1a_3x3/MaxPool']",0,29165,15072,15072
60,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6a/Branch_0/Conv2d_1a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6a/Branch_0/Conv2d_1a_1x1/Relu'],0,5642,107546,2835998
61,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_0a_1x1/Relu'],0,5700,5803,1247502
62,InceptionV3/InceptionV3/Mixed_6a/Branch_2/MaxPool_1a_3x3/MaxPool,MaxPool,['InceptionV3/InceptionV3/Mixed_6a/concat'],0,5700,10179,481805
63,InceptionV3/InceptionV3/Mixed_6a/Branch_0/Conv2d_1a_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6a/concat'],133602,5642,19041,19041
64,InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_0b_3x3/Relu'],133602,5700,13648,13648
65,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_0b_3x3/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_0b_3x3/Relu'],80323,5700,8270,387238
66,InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_1a_1x1/Relu'],133602,5700,19976,19976
67,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_1a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_1a_1x1/Relu'],113706,3094,10034,6532990
68,InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_1a_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6a/concat'],133602,3094,6066,6066
69,InceptionV3/InceptionV3/Mixed_6a/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV3/InceptionV3/Mixed_6b/Branch_3/AvgPool_0a_3x3/AvgPool']",113706,0,10895,10895
70,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_0/Conv2d_0a_1x1/Relu'],0,3642,11158,821606
71,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0a_1x1/Relu'],50997,3094,7490,821606
72,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0a_1x1/Relu'],50997,3094,7490,821606
73,InceptionV3/InceptionV3/Mixed_6b/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_3/Conv2d_0b_1x1/Relu'],65999,0,7952,249716
74,InceptionV3/InceptionV3/Mixed_6b/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6b/concat'],133602,3642,8275,8275
75,InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0b_1x7/Relu'],133602,3094,7121,7121
76,InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0b_7x1/Relu'],133602,3094,7121,7121
77,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_3/Conv2d_0b_1x1/Relu'],0,3642,11158,821606
78,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0b_1x7/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0b_1x7/Relu'],80323,3094,4711,821606
79,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0b_7x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0b_7x1/Relu'],80323,3094,4711,821606
80,InceptionV3/InceptionV3/Mixed_6b/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6b/concat'],133602,3642,8275,8275
81,InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0b_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0c_7x1/Relu'],133602,3094,7121,7121
82,InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0b_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0c_1x7/Relu'],133602,3094,7121,7121
83,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0c_7x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0c_7x1/Relu'],113706,3642,8141,821606
84,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0c_1x7/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0c_1x7/Relu'],80323,3094,4711,821606
85,InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0c_7x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6b/concat'],133602,3642,8275,8275
86,InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0c_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0d_7x1/Relu'],133602,3094,7121,7121
87,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0d_7x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0d_7x1/Relu'],80323,3094,4711,821606
88,InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0d_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0e_1x7/Relu'],133602,3094,7121,7121
89,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0e_1x7/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0e_1x7/Relu'],113706,3642,8141,821606
90,InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0e_1x7/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6b/concat'],133602,3642,8275,8275
91,InceptionV3/InceptionV3/Mixed_6b/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV3/InceptionV3/Mixed_6c/Branch_3/AvgPool_0a_3x3/AvgPool']",113706,0,10895,10895
92,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_0/Conv2d_0a_1x1/Relu'],0,3642,11158,821606
93,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0a_1x1/Relu'],50997,3094,9381,821606
94,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0a_1x1/Relu'],50997,3094,9381,821606
95,InceptionV3/InceptionV3/Mixed_6c/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_3/Conv2d_0b_1x1/Relu'],65999,0,7952,249716
96,InceptionV3/InceptionV3/Mixed_6c/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6c/concat'],133602,3642,8275,8275
97,InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0b_1x7/Relu'],133602,3094,7935,7935
98,InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0b_7x1/Relu'],133602,3094,7935,7935
99,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_3/Conv2d_0b_1x1/Relu'],0,3642,11158,821606
100,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0b_1x7/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0b_1x7/Relu'],113706,3094,8090,387238
101,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0b_7x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0b_7x1/Relu'],113706,3094,8090,387238
102,InceptionV3/InceptionV3/Mixed_6c/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6c/concat'],133602,3642,8275,8275
103,InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0b_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0c_7x1/Relu'],133602,3094,7935,7935
104,InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0b_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0c_1x7/Relu'],133602,3094,7935,7935
105,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0c_7x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0c_7x1/Relu'],113706,3642,8282,387238
106,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0c_1x7/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0c_1x7/Relu'],113706,3094,8090,387238
107,InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0c_7x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6c/concat'],133602,3642,8275,8275
108,InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0c_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0d_7x1/Relu'],133602,3094,7935,7935
109,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0d_7x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0d_7x1/Relu'],113706,3094,8090,387238
110,InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0d_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0e_1x7/Relu'],133602,3094,7935,7935
111,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0e_1x7/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0e_1x7/Relu'],113706,3642,8282,387238
112,InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0e_1x7/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6c/concat'],133602,3642,8275,8275
