,op_id,dispatch
205,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Branch_1/Conv2d_0c_7x1/Relu,MACA
206,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/concat,CV_DSP_1
207,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/mul,MACA
208,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Relu,CV_DSP_1
209,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Relu,CV_DSP_1
210,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/Branch_1/Conv2d_0a_1x1/Relu,MACA
211,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/Branch_0/Conv2d_1x1/Relu,CV_DSP_0
212,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/Branch_1/Conv2d_0a_1x1/Relu,MACA
213,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/Branch_1/Conv2d_0b_1x7/Relu,MACA
214,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/Branch_1/Conv2d_0b_1x7/Relu,MACA
215,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/Branch_0/Conv2d_1x1/Relu,CV_DSP_0
216,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/Branch_1/Conv2d_0c_7x1/Relu,MACA
217,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/Branch_1/Conv2d_0c_7x1/Relu,MACA
218,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/concat,CV_DSP_1
219,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/mul,MACA
220,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/Relu,CV_DSP_1
221,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/Relu,MACA
222,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_3/Branch_1/Conv2d_0a_1x1/Relu,MACA
