,op_id,op_type,suc,MACA,CV_DSP
107,InceptionResnetV2/InceptionResnetV2/Repeat/block35_5/Relu,Relu,"['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_0/Conv2d_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Relu']",74246,74246
108,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_0/Conv2d_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_0/Conv2d_1x1/Relu'],8820,557660
109,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_1/Conv2d_0a_1x1/Relu'],8820,557660
110,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0a_1x1/Relu'],8820,557660
111,InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_0/Conv2d_1x1/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/concat'],143912,143912
112,InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_1/Conv2d_0b_3x3/Relu'],143912,143912
113,InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0b_3x3/Relu'],143912,143912
114,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_1/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_1/Conv2d_0b_3x3/Relu'],139928,691262
115,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0b_3x3/Relu'],139209,4570119
116,InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_1/Conv2d_0b_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/concat'],143912,143912
117,InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0c_3x3/Relu'],147659,147659
118,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0c_3x3/Relu'],145333,960908
119,InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/concat'],152950,152950
120,InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/concat,Concat,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/mul'],100575,100575
121,InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/mul,Conv,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Relu'],143997,954544
122,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Relu,Add,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Relu'],-1,118648
123,InceptionResnetV2/InceptionResnetV2/Repeat/block35_6/Relu,Relu,"['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_0/Conv2d_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_2/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Relu']",74246,74246
124,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_0/Conv2d_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_0/Conv2d_1x1/Relu'],8820,557660
125,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_1/Conv2d_0a_1x1/Relu'],8820,557660
126,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_2/Conv2d_0a_1x1/Relu'],8820,557660
127,InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_0/Conv2d_1x1/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/concat'],143912,143912
128,InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_1/Conv2d_0b_3x3/Relu'],143912,143912
129,InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_2/Conv2d_0b_3x3/Relu'],143912,143912
130,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_1/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_1/Conv2d_0b_3x3/Relu'],139928,691262
131,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_2/Conv2d_0b_3x3/Relu'],139209,4570119
132,InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_1/Conv2d_0b_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/concat'],143912,143912
133,InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_2/Conv2d_0c_3x3/Relu'],147659,147659
134,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_2/Conv2d_0c_3x3/Relu'],145333,960908
135,InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/concat'],152950,152950
136,InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/concat,Concat,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/mul'],100575,100575
137,InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/mul,Conv,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Relu'],143997,954544
138,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Relu,Add,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Relu'],-1,118648
139,InceptionResnetV2/InceptionResnetV2/Repeat/block35_7/Relu,Relu,"['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_0/Conv2d_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_2/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Relu']",74246,74246
140,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_0/Conv2d_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_0/Conv2d_1x1/Relu'],8820,557660
141,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_1/Conv2d_0a_1x1/Relu'],8820,557660
142,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_2/Conv2d_0a_1x1/Relu'],8820,557660
143,InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_0/Conv2d_1x1/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/concat'],143912,143912
144,InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_1/Conv2d_0b_3x3/Relu'],143912,143912
145,InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_2/Conv2d_0b_3x3/Relu'],143912,143912
146,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_1/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_1/Conv2d_0b_3x3/Relu'],139928,691262
147,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_2/Conv2d_0b_3x3/Relu'],139209,4570119
148,InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_1/Conv2d_0b_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/concat'],143912,143912
149,InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_2/Conv2d_0c_3x3/Relu'],147659,147659
150,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_2/Conv2d_0c_3x3/Relu'],145333,960908
151,InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/concat'],152950,152950
152,InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/concat,Concat,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/mul'],100575,100575
153,InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/mul,Conv,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Relu'],143997,954544
154,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Relu,Add,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Relu'],-1,118648
155,InceptionResnetV2/InceptionResnetV2/Repeat/block35_8/Relu,Relu,"['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_0/Conv2d_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_2/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Relu']",74246,74246
156,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_0/Conv2d_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_0/Conv2d_1x1/Relu'],8820,557660
157,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_1/Conv2d_0a_1x1/Relu'],8820,557660
158,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_2/Conv2d_0a_1x1/Relu'],8820,557660
159,InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_0/Conv2d_1x1/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/concat'],143912,143912
160,InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_1/Conv2d_0b_3x3/Relu'],143912,143912
161,InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_2/Conv2d_0b_3x3/Relu'],143912,143912
162,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_1/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_1/Conv2d_0b_3x3/Relu'],139928,691262
163,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_2/Conv2d_0b_3x3/Relu'],139209,4570119
164,InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_1/Conv2d_0b_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/concat'],143912,143912
165,InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_2/Conv2d_0c_3x3/Relu'],147659,147659
166,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_2/Conv2d_0c_3x3/Relu'],145333,960908
167,InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/concat'],152950,152950
168,InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/concat,Concat,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/mul'],100575,100575
169,InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/mul,Conv,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Relu'],143997,954544
170,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Relu,Add,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Relu'],-1,118648
171,InceptionResnetV2/InceptionResnetV2/Repeat/block35_9/Relu,Relu,"['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_0/Conv2d_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_2/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Relu']",74246,74246
172,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_0/Conv2d_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_0/Conv2d_1x1/Relu'],8820,557660
173,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_1/Conv2d_0a_1x1/Relu'],8820,557660
174,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_2/Conv2d_0a_1x1/Relu'],8820,557660
175,InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_0/Conv2d_1x1/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/concat'],143912,143912
176,InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_1/Conv2d_0b_3x3/Relu'],143912,143912
177,InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_2/Conv2d_0b_3x3/Relu'],143912,143912
178,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_1/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_1/Conv2d_0b_3x3/Relu'],139928,691262
179,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_2/Conv2d_0b_3x3/Relu'],139209,4570119
180,InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_1/Conv2d_0b_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/concat'],143912,143912
181,InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_2/Conv2d_0c_3x3/Relu'],147659,147659
182,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_2/Conv2d_0c_3x3/Relu'],145333,960908
183,InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/concat'],152950,152950
184,InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/concat,Concat,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/mul'],100575,100575
185,InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/mul,Conv,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Relu'],143997,954544
186,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Relu,Add,['InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Relu'],-1,118648
187,InceptionResnetV2/InceptionResnetV2/Repeat/block35_10/Relu,Relu,"['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Mixed_6a/Branch_0/Conv2d_1a_3x3/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Mixed_6a/Branch_1/Conv2d_0a_1x1/Relu', 'InceptionResnetV2/InceptionResnetV2/Mixed_6a/Branch_2/MaxPool_1a_3x3/MaxPool']",74246,74246
188,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Mixed_6a/Branch_0/Conv2d_1a_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Mixed_6a/Branch_0/Conv2d_1a_3x3/Relu'],16684,2841640
189,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Mixed_6a/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Mixed_6a/Branch_1/Conv2d_0a_1x1/Relu'],196362,6688483
190,InceptionResnetV2/InceptionResnetV2/Mixed_6a/Branch_2/MaxPool_1a_3x3/MaxPool,MaxPool,['InceptionResnetV2/InceptionResnetV2/Mixed_6a/concat'],10635,505738
191,InceptionResnetV2/InceptionResnetV2/Mixed_6a/Branch_0/Conv2d_1a_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Mixed_6a/concat'],158285,158285
192,InceptionResnetV2/InceptionResnetV2/Mixed_6a/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Mixed_6a/Branch_1/Conv2d_0b_3x3/Relu'],159904,159904
193,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Mixed_6a/Branch_1/Conv2d_0b_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Mixed_6a/Branch_1/Conv2d_0b_3x3/Relu'],260159,2065505
194,InceptionResnetV2/InceptionResnetV2/Mixed_6a/Branch_1/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Mixed_6a/Branch_1/Conv2d_1a_3x3/Relu'],159904,159904
195,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Mixed_6a/Branch_1/Conv2d_1a_3x3/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Mixed_6a/Branch_1/Conv2d_1a_3x3/Relu'],195688,2994461
196,InceptionResnetV2/InceptionResnetV2/Mixed_6a/Branch_1/Conv2d_1a_3x3/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Mixed_6a/concat'],158285,158285
197,InceptionResnetV2/InceptionResnetV2/Mixed_6a/concat,Concat,"['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Branch_0/Conv2d_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Relu']",87608,87608
198,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Branch_0/Conv2d_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Branch_0/Conv2d_1x1/Relu'],160702,539542
199,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Branch_1/Conv2d_0a_1x1/Relu'],139440,950620
200,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Branch_0/Conv2d_1x1/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/concat'],145519,145519
201,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Branch_1/Conv2d_0b_1x7/Relu'],143817,143817
202,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Branch_1/Conv2d_0b_1x7/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Branch_1/Conv2d_0b_1x7/Relu'],147233,938406
203,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Branch_1/Conv2d_0b_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Branch_1/Conv2d_0c_7x1/Relu'],144631,144631
204,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Branch_1/Conv2d_0c_7x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Branch_1/Conv2d_0c_7x1/Relu'],125630,504586
205,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Branch_1/Conv2d_0c_7x1/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/concat'],145519,145519
206,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/concat,Concat,['InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/mul'],144096,144096
207,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/mul,Conv,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Relu'],201851,7202833
208,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Relu,Add,['InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Relu'],-1,167321
209,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_1/Relu,Relu,"['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/Branch_0/Conv2d_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/Relu']",121101,121101
210,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/Branch_0/Conv2d_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/Branch_0/Conv2d_1x1/Relu'],160702,539542
211,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/Branch_1/Conv2d_0a_1x1/Relu'],139440,950620
212,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/Branch_0/Conv2d_1x1/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_2/concat'],145519,145519
