,op_id,op_type,suc,MACA,CV_DSP
199,InceptionV3/InceptionV3/Mixed_7c/Branch_1/Conv2d_0a_1x1/Relu,Relu,"['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_7c/Branch_1/Conv2d_0b_1x3/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_7c/Branch_1/Conv2d_0c_3x1/Relu']",142806,142806
200,InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0b_3x3/Relu'],142981,142981
201,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_7c/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_7c/Branch_3/Conv2d_0b_1x1/Relu'],160058,1399258
202,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_7c/Branch_1/Conv2d_0b_1x3/Relu,Conv,['InceptionV3/InceptionV3/Mixed_7c/Branch_1/Conv2d_0b_1x3/Relu'],136320,950620
203,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_7c/Branch_1/Conv2d_0c_3x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_7c/Branch_1/Conv2d_0c_3x1/Relu'],136320,950620
204,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0b_3x3/Relu'],20627,6536084
205,InceptionV3/InceptionV3/Mixed_7c/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_7c/concat'],141821,141821
206,InceptionV3/InceptionV3/Mixed_7c/Branch_1/Conv2d_0b_1x3/Relu,Relu,['InceptionV3/InceptionV3/Mixed_7c/Branch_1/concat'],142806,142806
207,InceptionV3/InceptionV3/Mixed_7c/Branch_1/Conv2d_0c_3x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_7c/Branch_1/concat'],142806,142806
208,InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0b_3x3/Relu,Relu,"['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0c_1x3/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0d_3x1/Relu']",142806,142806
209,InceptionV3/InceptionV3/Mixed_7c/Branch_1/concat,Concat,['InceptionV3/InceptionV3/Mixed_7c/concat'],142258,142258
210,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0c_1x3/Relu,Conv,['InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0c_1x3/Relu'],136320,950620
211,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0d_3x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0d_3x1/Relu'],136320,950620
212,InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0c_1x3/Relu,Relu,['InceptionV3/InceptionV3/Mixed_7c/Branch_2/concat'],142806,142806
213,InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0d_3x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_7c/Branch_2/concat'],142806,142806
214,InceptionV3/InceptionV3/Mixed_7c/Branch_2/concat,Concat,['InceptionV3/InceptionV3/Mixed_7c/concat'],142258,142258
215,InceptionV3/InceptionV3/Mixed_7c/concat,Concat,['InceptionV3/Logits/AvgPool_1a_8x8/AvgPool'],146076,146076
216,InceptionV3/Logits/AvgPool_1a_8x8/AvgPool,AveragePool,['InceptionV3/Logits/Conv2d_1c_1x1/BiasAdd'],141870,241901
217,InceptionV3/Logits/Conv2d_1c_1x1/BiasAdd,Conv,['TFLITE2ONNX_Transposed_InceptionV3/Logits/Conv2d_1c_1x1/BiasAdd'],230575,1038526
218,TFLITE2ONNX_Transposed_InceptionV3/Logits/Conv2d_1c_1x1/BiasAdd,Transpose,['InceptionV3/Logits/SpatialSqueeze'],-1,142097
219,InceptionV3/Logits/SpatialSqueeze,Reshape,['InceptionV3/Predictions/Reshape_1'],-1,143690
220,InceptionV3/Predictions/Reshape_1,Softmax,[],-1,142900
