,Unnamed: 0,op_id,op_type,suc,read,write,maca,cv_dsp,"('maca', 'maca')","('maca', 'cv_dsp')","('cv_dsp', 'maca')","('cv_dsp', 'cv_dsp')"
11,11,InceptionV3/InceptionV3/MaxPool_5a_3x3/MaxPool,MaxPool,"['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV3/InceptionV3/Mixed_5b/Branch_3/AvgPool_0a_3x3/AvgPool']",152821,11756,26382,1001635,"[125462, 125462, 125462, 125462]","[125462, 125462, 125462, 125462]","[125462, 125462, 125462, 125462]","[125462, 125462, 125462, 125462]"
12,12,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5b/Branch_0/Conv2d_0a_1x1/Relu'],113706,5700,5155,4432875,[139302],[139302],[139302],[139302]
13,13,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5b/Branch_1/Conv2d_0a_1x1/Relu'],113706,3642,3232,554566,[137244],[137244],[137244],[137244]
14,14,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0a_1x1/Relu'],113706,5700,5155,4432875,[139302],[139302],[139302],[139302]
15,15,InceptionV3/InceptionV3/Mixed_5b/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_3/Conv2d_0b_1x1/Relu'],113706,11756,7952,249716,[125462],[125462],[125462],[125462]
16,16,InceptionV3/InceptionV3/Mixed_5b/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5b/concat'],133602,5700,13648,13648,[88965],[88965],[88965],[88965]
17,17,InceptionV3/InceptionV3/Mixed_5b/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_1/Conv2d_0b_5x5/Relu'],133602,3642,10415,10415,[83965],[83965],[83965],[83965]
18,18,InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0b_3x3/Relu'],133602,5700,13648,13648,[86023],[86023],[86023],[86023]
19,19,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5b/Branch_3/Conv2d_0b_1x1/Relu'],113706,3094,2176,410095,[136696],[136696],[136696],[136696]
20,20,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_1/Conv2d_0b_5x5/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5b/Branch_1/Conv2d_0b_5x5/Relu'],80323,5700,10880,6532990,[139302],[139302],[139302],[139302]
21,21,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0b_3x3/Relu'],80323,5700,8270,387238,[139302],[139302],[139302],[139302]
22,22,InceptionV3/InceptionV3/Mixed_5b/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5b/concat'],133602,3094,7216,7216,[86359],[86359],[86359],[86359]
23,23,InceptionV3/InceptionV3/Mixed_5b/Branch_1/Conv2d_0b_5x5/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5b/concat'],133602,5700,13648,13648,[88965],[88965],[88965],[88965]
24,24,InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0c_3x3/Relu'],133602,5700,19976,19976,[119406],[119406],[119406],[119406]
25,25,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0c_3x3/Relu'],113706,5700,10034,6532990,[139302],[139302],[139302],[139302]
26,26,InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5b/concat'],133602,5700,19976,19976,[88965],[88965],[88965],[88965]
27,27,InceptionV3/InceptionV3/Mixed_5b/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv2d_0b_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV3/InceptionV3/Mixed_5c/Branch_3/AvgPool_0a_3x3/AvgPool']",83265,29573,13573,13573,"[112838, 112838, 112838, 112838]","[112838, 112838, 112838, 112838]","[112838, 112838, 112838, 112838]","[112838, 112838, 112838, 112838]"
28,28,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5c/Branch_0/Conv2d_0a_1x1/Relu'],83265,5700,7038,1247502,[139302],[139302],[139302],[139302]
29,29,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv2d_0b_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv2d_0b_1x1/Relu'],83265,3642,5155,4432875,[137244],[137244],[137244],[137244]
30,30,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0a_1x1/Relu'],83265,5700,7038,1247502,[139302],[139302],[139302],[139302]
31,31,InceptionV3/InceptionV3/Mixed_5c/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_3/Conv2d_0b_1x1/Relu'],83265,29573,20643,243211,[112838],[112838],[112838],[112838]
32,32,InceptionV3/InceptionV3/Mixed_5c/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5c/concat'],133602,5700,13648,13648,[5700],[5700],[5700],[5700]
33,33,InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv2d_0b_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv_1_0c_5x5/Relu'],133602,3642,10415,10415,[83965],[83965],[83965],[83965]
34,34,InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0b_3x3/Relu'],133602,5700,13648,13648,[86023],[86023],[86023],[86023]
35,35,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5c/Branch_3/Conv2d_0b_1x1/Relu'],83265,5700,7038,1247502,[139302],[139302],[139302],[139302]
36,36,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv_1_0c_5x5/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv_1_0c_5x5/Relu'],80323,5700,10880,6532990,[139302],[139302],[139302],[139302]
37,37,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0b_3x3/Relu'],80323,5700,8270,387238,[139302],[139302],[139302],[139302]
38,38,InceptionV3/InceptionV3/Mixed_5c/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5c/concat'],133602,5700,13648,13648,[5700],[5700],[5700],[5700]
39,39,InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv_1_0c_5x5/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5c/concat'],133602,5700,13648,13648,[5700],[5700],[5700],[5700]
40,40,InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0c_3x3/Relu'],133602,5700,19976,19976,[119406],[119406],[119406],[119406]
41,41,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0c_3x3/Relu'],113706,5700,10034,6532990,[139302],[139302],[139302],[139302]
42,42,InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5c/concat'],133602,5700,19976,19976,[5700],[5700],[5700],[5700]
43,43,InceptionV3/InceptionV3/Mixed_5c/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV3/InceptionV3/Mixed_5d/Branch_3/AvgPool_0a_3x3/AvgPool']",0,29165,15072,15072,"[29165, 29165, 29165, 29165]","[29165, 29165, 29165, 29165]","[29165, 29165, 29165, 29165]","[29165, 29165, 29165, 29165]"
44,44,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5d/Branch_0/Conv2d_0a_1x1/Relu'],0,5700,5803,1247502,[139302],[139302],[139302],[139302]
45,45,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5d/Branch_1/Conv2d_0a_1x1/Relu'],0,3642,1965,4432875,[137244],[137244],[137244],[137244]
46,46,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0a_1x1/Relu'],0,5700,5803,1247502,[139302],[139302],[139302],[139302]
47,47,InceptionV3/InceptionV3/Mixed_5d/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_3/Conv2d_0b_1x1/Relu'],0,29165,33260,268318,[29165],[29165],[29165],[29165]
48,48,InceptionV3/InceptionV3/Mixed_5d/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5d/concat'],133602,5700,13648,13648,[5700],[5700],[5700],[5700]
49,49,InceptionV3/InceptionV3/Mixed_5d/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_1/Conv2d_0b_5x5/Relu'],133602,3642,10415,10415,[83965],[83965],[83965],[83965]
50,50,InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0b_3x3/Relu'],133602,5700,13648,13648,[86023],[86023],[86023],[86023]
51,51,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5d/Branch_3/Conv2d_0b_1x1/Relu'],0,5700,5803,1247502,[139302],[139302],[139302],[139302]
52,52,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_1/Conv2d_0b_5x5/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5d/Branch_1/Conv2d_0b_5x5/Relu'],80323,5700,10880,6532990,[139302],[139302],[139302],[139302]
53,53,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0b_3x3/Relu'],80323,5700,8270,387238,[139302],[139302],[139302],[139302]
54,54,InceptionV3/InceptionV3/Mixed_5d/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5d/concat'],133602,5700,13648,13648,[5700],[5700],[5700],[5700]
55,55,InceptionV3/InceptionV3/Mixed_5d/Branch_1/Conv2d_0b_5x5/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5d/concat'],133602,5700,13648,13648,[5700],[5700],[5700],[5700]
56,56,InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0c_3x3/Relu'],133602,5700,19976,19976,[119406],[119406],[119406],[119406]
57,57,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0c_3x3/Relu'],113706,5700,10034,6532990,[139302],[139302],[139302],[139302]
58,58,InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionV3/InceptionV3/Mixed_5d/concat'],133602,5700,19976,19976,[5700],[5700],[5700],[5700]
59,59,InceptionV3/InceptionV3/Mixed_5d/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6a/Branch_0/Conv2d_1a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_0a_1x1/Relu', 'InceptionV3/InceptionV3/Mixed_6a/Branch_2/MaxPool_1a_3x3/MaxPool']",0,29165,15072,15072,"[29165, 29165, 29165]","[29165, 29165, 29165]","[29165, 29165, 29165]","[29165, 29165, 29165]"
60,60,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6a/Branch_0/Conv2d_1a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6a/Branch_0/Conv2d_1a_1x1/Relu'],0,5642,107546,2835998,[139244],[139244],[139244],[139244]
61,61,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_0a_1x1/Relu'],0,5700,5803,1247502,[139302],[139302],[139302],[139302]
62,62,InceptionV3/InceptionV3/Mixed_6a/Branch_2/MaxPool_1a_3x3/MaxPool,MaxPool,['InceptionV3/InceptionV3/Mixed_6a/concat'],0,5700,10179,481805,[119406],[119406],[119406],[119406]
63,63,InceptionV3/InceptionV3/Mixed_6a/Branch_0/Conv2d_1a_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6a/concat'],133602,5642,19041,19041,[119348],[119348],[119348],[119348]
64,64,InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_0b_3x3/Relu'],133602,5700,13648,13648,[86023],[86023],[86023],[86023]
65,65,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_0b_3x3/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_0b_3x3/Relu'],80323,5700,8270,387238,[139302],[139302],[139302],[139302]
66,66,InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_1a_1x1/Relu'],133602,5700,19976,19976,[119406],[119406],[119406],[119406]
67,67,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_1a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_1a_1x1/Relu'],113706,3094,10034,6532990,[136696],[136696],[136696],[136696]
68,68,InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_1a_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6a/concat'],133602,3094,6066,6066,[116800],[116800],[116800],[116800]
69,69,InceptionV3/InceptionV3/Mixed_6a/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV3/InceptionV3/Mixed_6b/Branch_3/AvgPool_0a_3x3/AvgPool']",113706,0,10895,10895,"[0, 50997, 50997, 65999]","[0, 50997, 50997, 65999]","[0, 50997, 50997, 65999]","[0, 50997, 50997, 65999]"
70,70,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_0/Conv2d_0a_1x1/Relu'],0,3642,11158,821606,[137244],[137244],[137244],[137244]
71,71,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0a_1x1/Relu'],50997,3094,7490,821606,[136696],[136696],[136696],[136696]
72,72,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0a_1x1/Relu'],50997,3094,7490,821606,[136696],[136696],[136696],[136696]
73,73,InceptionV3/InceptionV3/Mixed_6b/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_3/Conv2d_0b_1x1/Relu'],65999,0,7952,249716,[0],[0],[0],[0]
74,74,InceptionV3/InceptionV3/Mixed_6b/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6b/concat'],133602,3642,8275,8275,[117348],[117348],[117348],[117348]
75,75,InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0b_1x7/Relu'],133602,3094,7121,7121,[83417],[83417],[83417],[83417]
76,76,InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0b_7x1/Relu'],133602,3094,7121,7121,[83417],[83417],[83417],[83417]
77,77,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_3/Conv2d_0b_1x1/Relu'],0,3642,11158,821606,[137244],[137244],[137244],[137244]
78,78,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0b_1x7/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0b_1x7/Relu'],80323,3094,4711,821606,[136696],[136696],[136696],[136696]
79,79,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0b_7x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0b_7x1/Relu'],80323,3094,4711,821606,[136696],[136696],[136696],[136696]
80,80,InceptionV3/InceptionV3/Mixed_6b/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6b/concat'],133602,3642,8275,8275,[117348],[117348],[117348],[117348]
81,81,InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0b_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0c_7x1/Relu'],133602,3094,7121,7121,[116800],[116800],[116800],[116800]
82,82,InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0b_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0c_1x7/Relu'],133602,3094,7121,7121,[83417],[83417],[83417],[83417]
83,83,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0c_7x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0c_7x1/Relu'],113706,3642,8141,821606,[137244],[137244],[137244],[137244]
84,84,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0c_1x7/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0c_1x7/Relu'],80323,3094,4711,821606,[136696],[136696],[136696],[136696]
85,85,InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0c_7x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6b/concat'],133602,3642,8275,8275,[117348],[117348],[117348],[117348]
86,86,InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0c_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0d_7x1/Relu'],133602,3094,7121,7121,[83417],[83417],[83417],[83417]
87,87,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0d_7x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0d_7x1/Relu'],80323,3094,4711,821606,[136696],[136696],[136696],[136696]
88,88,InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0d_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0e_1x7/Relu'],133602,3094,7121,7121,[116800],[116800],[116800],[116800]
89,89,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0e_1x7/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0e_1x7/Relu'],113706,3642,8141,821606,[137244],[137244],[137244],[137244]
90,90,InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0e_1x7/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6b/concat'],133602,3642,8275,8275,[117348],[117348],[117348],[117348]
91,91,InceptionV3/InceptionV3/Mixed_6b/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV3/InceptionV3/Mixed_6c/Branch_3/AvgPool_0a_3x3/AvgPool']",113706,0,10895,10895,"[0, 50997, 50997, 65999]","[0, 50997, 50997, 65999]","[0, 50997, 50997, 65999]","[0, 50997, 50997, 65999]"
92,92,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_0/Conv2d_0a_1x1/Relu'],0,3642,11158,821606,[137244],[137244],[137244],[137244]
93,93,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0a_1x1/Relu'],50997,3094,9381,821606,[136696],[136696],[136696],[136696]
94,94,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0a_1x1/Relu'],50997,3094,9381,821606,[136696],[136696],[136696],[136696]
95,95,InceptionV3/InceptionV3/Mixed_6c/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_3/Conv2d_0b_1x1/Relu'],65999,0,7952,249716,[0],[0],[0],[0]
96,96,InceptionV3/InceptionV3/Mixed_6c/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6c/concat'],133602,3642,8275,8275,[117348],[117348],[117348],[117348]
97,97,InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0b_1x7/Relu'],133602,3094,7935,7935,[116800],[116800],[116800],[116800]
98,98,InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0b_7x1/Relu'],133602,3094,7935,7935,[116800],[116800],[116800],[116800]
99,99,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_3/Conv2d_0b_1x1/Relu'],0,3642,11158,821606,[137244],[137244],[137244],[137244]
100,100,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0b_1x7/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0b_1x7/Relu'],113706,3094,8090,387238,[136696],[136696],[136696],[136696]
101,101,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0b_7x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0b_7x1/Relu'],113706,3094,8090,387238,[136696],[136696],[136696],[136696]
102,102,InceptionV3/InceptionV3/Mixed_6c/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6c/concat'],133602,3642,8275,8275,[117348],[117348],[117348],[117348]
103,103,InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0b_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0c_7x1/Relu'],133602,3094,7935,7935,[116800],[116800],[116800],[116800]
