,Unnamed: 0,op_id,op_type,suc,read,write,maca,cv_dsp,"('maca', 'maca')","('maca', 'cv_dsp')","('cv_dsp', 'maca')","('cv_dsp', 'cv_dsp')"
234,234,MatMul_830,MatMul,['Add_831'],125920,29165,-1,826667,[29165],[29165],[29165],[29165]
235,235,MatMul_839,MatMul,['Add_840'],125920,29165,-1,826667,[29165],[29165],[29165],[29165]
236,236,MatMul_848,MatMul,['Add_849'],125920,29165,-1,826667,[29165],[29165],[29165],[29165]
237,237,Add_786,Add,['Relu_787'],0,29165,-1,98991,[29165],[29165],[29165],[29165]
238,238,Add_795,Add,['Relu_796'],0,29165,-1,98991,[29165],[29165],[29165],[29165]
239,239,Add_804,Add,['Relu_805'],0,29165,-1,98991,[29165],[29165],[29165],[29165]
240,240,Add_813,Add,['Relu_814'],0,29165,-1,98991,[29165],[29165],[29165],[29165]
241,241,Add_822,Add,['Relu_823'],0,29165,-1,98991,[29165],[29165],[29165],[29165]
242,242,Add_831,Add,['Relu_832'],0,29165,-1,98991,[29165],[29165],[29165],[29165]
243,243,Add_840,Add,['Relu_841'],0,29165,-1,98991,[29165],[29165],[29165],[29165]
244,244,Add_849,Add,['Relu_850'],0,29165,-1,98991,[29165],[29165],[29165],[29165]
245,245,Relu_787,Relu,['MatMul_788'],0,29165,56138,56138,[29165],[29165],[29165],[29165]
246,246,Relu_796,Relu,['MatMul_797'],0,29165,56138,56138,[29165],[29165],[29165],[29165]
247,247,Relu_805,Relu,['MatMul_806'],0,29165,56138,56138,[29165],[29165],[29165],[29165]
248,248,Relu_814,Relu,['MatMul_815'],0,29165,56138,56138,[29165],[29165],[29165],[29165]
249,249,Relu_823,Relu,['MatMul_824'],0,29165,56138,56138,[29165],[29165],[29165],[29165]
250,250,Relu_832,Relu,['MatMul_833'],0,29165,56138,56138,[29165],[29165],[29165],[29165]
251,251,Relu_841,Relu,['MatMul_842'],0,29165,56138,56138,[29165],[29165],[29165],[29165]
252,252,Relu_850,Relu,['MatMul_851'],0,29165,56138,56138,[29165],[29165],[29165],[29165]
253,253,MatMul_788,MatMul,['Add_789'],0,3094,-1,212341,[136696],[136696],[136696],[136696]
254,254,MatMul_797,MatMul,['Add_798'],0,3094,-1,212341,[136696],[136696],[136696],[136696]
255,255,MatMul_806,MatMul,['Add_807'],0,3094,-1,212341,[136696],[136696],[136696],[136696]
256,256,MatMul_815,MatMul,['Add_816'],0,3094,-1,212341,[136696],[136696],[136696],[136696]
257,257,MatMul_824,MatMul,['Add_825'],0,3094,-1,212341,[136696],[136696],[136696],[136696]
258,258,MatMul_833,MatMul,['Add_834'],0,3094,-1,212341,[136696],[136696],[136696],[136696]
259,259,MatMul_842,MatMul,['Add_843'],0,3094,-1,212341,[136696],[136696],[136696],[136696]
260,260,MatMul_851,MatMul,['Add_852'],0,3094,-1,212341,[136696],[136696],[136696],[136696]
261,261,Add_789,Add,['MatMul_790'],133602,3094,-1,17635,[297520],[297520],[297520],[297520]
262,262,Add_798,Add,['MatMul_799'],133602,3094,-1,17635,[297520],[297520],[297520],[297520]
263,263,Add_807,Add,['MatMul_808'],133602,3094,-1,17635,[297520],[297520],[297520],[297520]
264,264,Add_816,Add,['MatMul_817'],133602,3094,-1,17635,[297520],[297520],[297520],[297520]
265,265,Add_825,Add,['MatMul_826'],133602,3094,-1,17635,[297520],[297520],[297520],[297520]
266,266,Add_834,Add,['MatMul_835'],133602,3094,-1,17635,[297520],[297520],[297520],[297520]
267,267,Add_843,Add,['MatMul_844'],133602,3094,-1,17635,[297520],[297520],[297520],[297520]
268,268,Add_852,Add,['MatMul_853'],133602,3094,-1,17635,[297520],[297520],[297520],[297520]
269,269,MatMul_790,MatMul,['Concat_854'],294426,3094,-1,1490986,[116800],[116800],[116800],[116800]
270,270,MatMul_799,MatMul,['Concat_854'],294426,3094,-1,1490986,[116800],[116800],[116800],[116800]
271,271,MatMul_808,MatMul,['Concat_854'],294426,3094,-1,1490986,[116800],[116800],[116800],[116800]
272,272,MatMul_817,MatMul,['Concat_854'],294426,3094,-1,1490986,[116800],[116800],[116800],[116800]
273,273,MatMul_826,MatMul,['Concat_854'],294426,3094,-1,1490986,[116800],[116800],[116800],[116800]
274,274,MatMul_835,MatMul,['Concat_854'],294426,3094,-1,1490986,[116800],[116800],[116800],[116800]
275,275,MatMul_844,MatMul,['Concat_854'],294426,3094,-1,1490986,[116800],[116800],[116800],[116800]
276,276,MatMul_853,MatMul,['Concat_854'],294426,3094,-1,1490986,[116800],[116800],[116800],[116800]
277,277,Concat_854,Concat,['Add_956'],113706,11756,11994,11994,[137676],[137676],[137676],[137676]
278,278,Add_956,Add,['Transpose_957'],125920,11756,-1,49372,[125462],[125462],[125462],[125462]
279,279,Transpose_957,Transpose,['Reshape_969'],113706,11756,-1,19341,[125462],[125462],[125462],[125462]
280,280,Reshape_969,Reshape,['Conv_970'],113706,11717,-1,9691,[11717],[11717],[11717],[11717]
281,281,Conv_970,Conv,['Relu_971'],0,15127,78623,2835998,[141047],[141047],[141047],[141047]
282,282,Relu_971,Relu,['Conv_972'],125920,15127,66143,66143,[15127],[15127],[15127],[15127]
283,283,Conv_972,Conv,['Relu_973'],0,11717,78623,2835998,[125423],[125423],[125423],[125423]
284,284,Relu_973,Relu,['Conv_974'],113706,11717,35278,35278,[11717],[11717],[11717],[11717]
285,285,Conv_974,Conv,['Relu_975'],0,11717,49760,615273,[125423],[125423],[125423],[125423]
286,286,Relu_975,Relu,['Reshape_987'],113706,11717,35278,35278,[125423],[125423],[125423],[125423]
287,287,Reshape_987,Reshape,['Transpose_988'],113706,11756,-1,9691,[125462],[125462],[125462],[125462]
288,288,Transpose_988,Transpose,"['MatMul_989', 'MatMul_1019']",113706,11756,-1,19341,"[95021, 95021]","[95021, 95021]","[95021, 95021]","[95021, 95021]"
289,289,MatMul_989,MatMul,['Add_990'],83265,11756,-1,498376,[137676],[137676],[137676],[137676]
290,290,MatMul_1019,MatMul,['Add_1020'],83265,11756,-1,498376,[137676],[137676],[137676],[137676]
291,291,Add_990,Add,"['ReduceMean_991', 'Sub_992']",125920,11756,-1,49372,"[125462, 137676]","[125462, 137676]","[125462, 137676]","[125462, 137676]"
292,292,Add_1020,Add,['Relu_1021'],125920,11756,-1,49372,[125462],[125462],[125462],[125462]
293,293,ReduceMean_991,ReduceMean,['Sub_992'],113706,3094,-1,297641,[129014],[129014],[129014],[129014]
294,294,Relu_1021,Relu,['MatMul_1022'],113706,11756,35278,35278,[95021],[95021],[95021],[95021]
295,295,Sub_992,Sub,"['Pow_994', 'Div_999']",125920,11756,-1,49372,"[125462, 137676]","[125462, 137676]","[125462, 137676]","[125462, 137676]"
296,296,MatMul_1022,MatMul,['Add_1023'],83265,11756,-1,498376,[137676],[137676],[137676],[137676]
297,297,Pow_994,Pow,['ReduceMean_995'],113706,11756,-1,67098,[125462],[125462],[125462],[125462]
298,298,Add_1023,Add,['Relu_1024'],125920,11756,-1,49372,[125462],[125462],[125462],[125462]
299,299,ReduceMean_995,ReduceMean,['Add_997'],113706,3094,-1,297641,[136696],[136696],[136696],[136696]
300,300,Relu_1024,Relu,['MatMul_1025'],113706,11756,35278,35278,[125462],[125462],[125462],[125462]
301,301,Add_997,Add,['Sqrt_998'],133602,3094,-1,7604,[136696],[136696],[136696],[136696]
302,302,MatMul_1025,MatMul,['Add_1026'],113706,3094,-1,39040,[136696],[136696],[136696],[136696]
303,303,Sqrt_998,Sqrt,['Div_999'],133602,3094,-1,4895,[129014],[129014],[129014],[129014]
304,304,Add_1026,Add,"['Slice_1031', 'Slice_1039', 'Slice_1047', 'Slice_1052']",133602,3094,-1,9107,"[136696, 136696, 136696, 136696]","[136696, 136696, 136696, 136696]","[136696, 136696, 136696, 136696]","[136696, 136696, 136696, 136696]"
305,305,Div_999,Div,['Mul_1000'],125920,11756,-1,4037910,[137676],[137676],[137676],[137676]
306,306,Slice_1031,Slice,['Add_1033'],133602,3094,-1,2218,[136696],[136696],[136696],[136696]
307,307,Slice_1039,Slice,['Add_1041'],133602,3094,-1,2218,[136696],[136696],[136696],[136696]
308,308,Slice_1047,Slice,['Concat_1053'],133602,3094,-1,2218,[136696],[136696],[136696],[136696]
309,309,Slice_1052,Slice,['Concat_1053'],133602,3094,-1,2218,[136696],[136696],[136696],[136696]
310,310,Mul_1000,Mul,['Add_1001'],125920,11756,-1,51453,[137676],[137676],[137676],[137676]
311,311,Add_1033,Add,['Sigmoid_1034'],133602,3094,-1,5104,[136696],[136696],[136696],[136696]
312,312,Add_1041,Add,['Sigmoid_1042'],133602,3094,-1,7604,[136696],[136696],[136696],[136696]
313,313,Add_1001,Add,['Relu_1002'],125920,11756,-1,49372,[125462],[125462],[125462],[125462]
314,314,Sigmoid_1034,Sigmoid,['Concat_1053'],133602,3094,-1,5953,[136696],[136696],[136696],[136696]
315,315,Sigmoid_1042,Sigmoid,['Concat_1053'],133602,3094,-1,6001,[136696],[136696],[136696],[136696]
316,316,Relu_1002,Relu,['MatMul_1003'],113706,11756,35278,35278,[95021],[95021],[95021],[95021]
317,317,Concat_1053,Concat,['Unsqueeze_1058'],133602,3094,8270,8270,[136696],[136696],[136696],[136696]
318,318,MatMul_1003,MatMul,['Add_1004'],83265,11756,-1,498376,[137676],[137676],[137676],[137676]
319,319,Unsqueeze_1058,Unsqueeze,['Concat_1059'],133602,3094,-1,1910,[136696],[136696],[136696],[136696]
320,320,Add_1004,Add,"['ReduceMean_1005', 'Sub_1006']",125920,11756,-1,49372,"[125462, 137676]","[125462, 137676]","[125462, 137676]","[125462, 137676]"
321,321,Concat_1059,Concat,"['Slice_1064', 'Slice_1073', 'Slice_1082', 'Slice_1091', 'Slice_1096']",133602,3094,8270,8270,"[136696, 136696, 136696, 136696, 136696]","[136696, 136696, 136696, 136696, 136696]","[136696, 136696, 136696, 136696, 136696]","[136696, 136696, 136696, 136696, 136696]"
322,322,ReduceMean_1005,ReduceMean,['Sub_1006'],113706,3094,-1,297641,[129014],[129014],[129014],[129014]
323,323,Slice_1064,Slice,['Mul_1066'],133602,3094,-1,2218,[136696],[136696],[136696],[136696]
324,324,Slice_1073,Slice,['Mul_1075'],133602,3094,-1,2218,[136696],[136696],[136696],[136696]
325,325,Slice_1082,Slice,['Mul_1084'],133602,3094,-1,2218,[136696],[136696],[136696],[136696]
326,326,Slice_1091,Slice,['Concat_1097'],133602,3094,-1,2218,[136696],[136696],[136696],[136696]
327,327,Slice_1096,Slice,['Concat_1097'],133602,3094,-1,2218,[136696],[136696],[136696],[136696]
328,328,Sub_1006,Sub,"['Pow_1008', 'Div_1013']",125920,11756,-1,49372,"[125462, 137676]","[125462, 137676]","[125462, 137676]","[125462, 137676]"
329,329,Mul_1066,Mul,['Add_1068'],133602,3094,-1,2673,[136696],[136696],[136696],[136696]
330,330,Mul_1075,Mul,['Add_1077'],133602,3094,-1,2673,[136696],[136696],[136696],[136696]
331,331,Mul_1084,Mul,['Add_1086'],133602,3094,-1,2673,[136696],[136696],[136696],[136696]
332,332,Pow_1008,Pow,['ReduceMean_1009'],113706,11756,-1,67098,[125462],[125462],[125462],[125462]
333,333,Add_1068,Add,['Concat_1097'],133602,3094,-1,7604,[136696],[136696],[136696],[136696]
334,334,Add_1077,Add,['Concat_1097'],133602,3094,-1,7604,[136696],[136696],[136696],[136696]
335,335,Add_1086,Add,['Concat_1097'],133602,3094,-1,7604,[136696],[136696],[136696],[136696]
336,336,ReduceMean_1009,ReduceMean,['Add_1011'],113706,3094,-1,297641,[136696],[136696],[136696],[136696]
337,337,Concat_1097,Concat,[],133602,3094,8270,8270,[],[],[],[]
338,338,Add_1011,Add,['Sqrt_1012'],133602,3094,-1,7604,[136696],[136696],[136696],[136696]
339,339,Sqrt_1012,Sqrt,['Div_1013'],133602,3094,-1,4895,[129014],[129014],[129014],[129014]
340,340,Div_1013,Div,['Mul_1014'],125920,11756,-1,4037910,[137676],[137676],[137676],[137676]
341,341,Mul_1014,Mul,['Add_1015'],125920,11756,-1,51453,[137676],[137676],[137676],[137676]
342,342,Add_1015,Add,['Relu_1016'],125920,11756,-1,49372,[125462],[125462],[125462],[125462]
343,343,Relu_1016,Relu,['MatMul_1017'],113706,11756,35278,35278,[125462],[125462],[125462],[125462]
344,344,MatMul_1017,MatMul,['Add_1018'],113706,3094,-1,39040,[136696],[136696],[136696],[136696]
345,345,Add_1018,Add,['Unsqueeze_1055'],133602,3094,-1,5070,[136696],[136696],[136696],[136696]
346,346,Unsqueeze_1055,Unsqueeze,['Concat_1056'],133602,3094,-1,1910,[136696],[136696],[136696],[136696]
347,347,Concat_1056,Concat,[],133602,3094,3321,3321,[],[],[],[]
