,Unnamed: 0,op_id,op_type,suc,read,write,maca,cv_dsp,"('maca', 'maca')","('maca', 'cv_dsp')","('cv_dsp', 'maca')","('cv_dsp', 'cv_dsp')"
10,10,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_4a/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_4a/Branch_0/Conv2d_0a_1x1/Relu'],0,29573,8007,387238,[112838],[112838],[112838],[112838]
11,11,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_4a/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_4a/Branch_1/Conv2d_0a_1x1/Relu'],0,29573,8007,387238,[112838],[112838],[112838],[112838]
12,12,InceptionV4/InceptionV4/Mixed_4a/Branch_0/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_4a/Branch_0/Conv2d_1a_3x3/Relu'],83265,29573,51605,51605,[29573],[29573],[29573],[29573]
13,13,InceptionV4/InceptionV4/Mixed_4a/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_4a/Branch_1/Conv2d_0b_1x7/Relu'],83265,29573,51605,51605,[29573],[29573],[29573],[29573]
14,14,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_4a/Branch_0/Conv2d_1a_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_4a/Branch_0/Conv2d_1a_3x3/Relu'],0,29165,25704,592472,[155085],[155085],[155085],[155085]
15,15,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_4a/Branch_1/Conv2d_0b_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_4a/Branch_1/Conv2d_0b_1x7/Relu'],0,29573,13579,2171277,[112838],[112838],[112838],[112838]
16,16,InceptionV4/InceptionV4/Mixed_4a/Branch_0/Conv2d_1a_3x3/Relu,Relu,['InceptionV4/InceptionV4/Mixed_4a/concat'],125920,29165,70145,70145,[181986],[181986],[181986],[181986]
17,17,InceptionV4/InceptionV4/Mixed_4a/Branch_1/Conv2d_0b_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_4a/Branch_1/Conv2d_0c_7x1/Relu'],83265,29573,51605,51605,[29573],[29573],[29573],[29573]
18,18,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_4a/Branch_1/Conv2d_0c_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_4a/Branch_1/Conv2d_0c_7x1/Relu'],0,29573,13579,2171277,[112838],[112838],[112838],[112838]
19,19,InceptionV4/InceptionV4/Mixed_4a/Branch_1/Conv2d_0c_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_4a/Branch_1/Conv2d_1a_3x3/Relu'],83265,29573,51605,51605,[29573],[29573],[29573],[29573]
20,20,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_4a/Branch_1/Conv2d_1a_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_4a/Branch_1/Conv2d_1a_3x3/Relu'],0,29165,25704,592472,[155085],[155085],[155085],[155085]
21,21,InceptionV4/InceptionV4/Mixed_4a/Branch_1/Conv2d_1a_3x3/Relu,Relu,['InceptionV4/InceptionV4/Mixed_4a/concat'],125920,29165,70145,70145,[181986],[181986],[181986],[181986]
22,22,InceptionV4/InceptionV4/Mixed_4a/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5a/Branch_0/Conv2d_1a_3x3/Relu', 'InceptionV4/InceptionV4/Mixed_5a/Branch_1/MaxPool_1a_3x3/MaxPool']",152821,48313,42948,42948,"[239829, 201134]","[239829, 201134]","[239829, 201134]","[239829, 201134]"
23,23,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5a/Branch_0/Conv2d_1a_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5a/Branch_0/Conv2d_1a_3x3/Relu'],191516,11756,46090,2835998,[125462],[125462],[125462],[125462]
24,24,InceptionV4/InceptionV4/Mixed_5a/Branch_1/MaxPool_1a_3x3/MaxPool,MaxPool,['InceptionV4/InceptionV4/Mixed_5a/concat'],152821,11756,26382,1001635,[137676],[137676],[137676],[137676]
25,25,InceptionV4/InceptionV4/Mixed_5a/Branch_0/Conv2d_1a_3x3/Relu,Relu,['InceptionV4/InceptionV4/Mixed_5a/concat'],113706,11756,36316,36316,[137676],[137676],[137676],[137676]
26,26,InceptionV4/InceptionV4/Mixed_5a/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5b/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5b/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5b/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV4/InceptionV4/Mixed_5b/Branch_3/AvgPool_0a_3x3/AvgPool']",125920,15127,19765,19765,"[141047, 141047, 141047, 141047]","[141047, 141047, 141047, 141047]","[141047, 141047, 141047, 141047]","[141047, 141047, 141047, 141047]"
27,27,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5b/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5b/Branch_0/Conv2d_0a_1x1/Relu'],125920,5700,8775,821606,[139302],[139302],[139302],[139302]
28,28,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5b/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5b/Branch_1/Conv2d_0a_1x1/Relu'],125920,5700,11970,821606,[139302],[139302],[139302],[139302]
29,29,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5b/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5b/Branch_2/Conv2d_0a_1x1/Relu'],125920,5700,11970,821606,[139302],[139302],[139302],[139302]
30,30,InceptionV4/InceptionV4/Mixed_5b/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5b/Branch_3/Conv2d_0b_1x1/Relu'],125920,15127,13296,268318,[141047],[141047],[141047],[141047]
31,31,InceptionV4/InceptionV4/Mixed_5b/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_5b/concat'],133602,5700,19976,19976,[131620],[131620],[131620],[131620]
32,32,InceptionV4/InceptionV4/Mixed_5b/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5b/Branch_1/Conv2d_0b_3x3/Relu'],133602,5700,13648,13648,[86023],[86023],[86023],[86023]
33,33,InceptionV4/InceptionV4/Mixed_5b/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5b/Branch_2/Conv2d_0b_3x3/Relu'],133602,5700,13648,13648,[86023],[86023],[86023],[86023]
34,34,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5b/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5b/Branch_3/Conv2d_0b_1x1/Relu'],125920,5700,8775,821606,[139302],[139302],[139302],[139302]
35,35,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5b/Branch_1/Conv2d_0b_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5b/Branch_1/Conv2d_0b_3x3/Relu'],80323,5700,8270,387238,[139302],[139302],[139302],[139302]
36,36,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5b/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5b/Branch_2/Conv2d_0b_3x3/Relu'],80323,5700,8270,387238,[139302],[139302],[139302],[139302]
37,37,InceptionV4/InceptionV4/Mixed_5b/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_5b/concat'],133602,5700,19976,19976,[131620],[131620],[131620],[131620]
38,38,InceptionV4/InceptionV4/Mixed_5b/Branch_1/Conv2d_0b_3x3/Relu,Relu,['InceptionV4/InceptionV4/Mixed_5b/concat'],133602,5700,19976,19976,[131620],[131620],[131620],[131620]
39,39,InceptionV4/InceptionV4/Mixed_5b/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5b/Branch_2/Conv2d_0c_3x3/Relu'],133602,5700,19976,19976,[119406],[119406],[119406],[119406]
40,40,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5b/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5b/Branch_2/Conv2d_0c_3x3/Relu'],113706,5700,10034,6532990,[139302],[139302],[139302],[139302]
41,41,InceptionV4/InceptionV4/Mixed_5b/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionV4/InceptionV4/Mixed_5b/concat'],133602,5700,19976,19976,[131620],[131620],[131620],[131620]
42,42,InceptionV4/InceptionV4/Mixed_5b/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5c/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5c/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5c/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV4/InceptionV4/Mixed_5c/Branch_3/AvgPool_0a_3x3/AvgPool']",125920,15127,19765,19765,"[141047, 141047, 141047, 141047]","[141047, 141047, 141047, 141047]","[141047, 141047, 141047, 141047]","[141047, 141047, 141047, 141047]"
43,43,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5c/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5c/Branch_0/Conv2d_0a_1x1/Relu'],125920,5700,8775,821606,[139302],[139302],[139302],[139302]
44,44,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5c/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5c/Branch_1/Conv2d_0a_1x1/Relu'],125920,5700,11970,821606,[139302],[139302],[139302],[139302]
45,45,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5c/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5c/Branch_2/Conv2d_0a_1x1/Relu'],125920,5700,11970,821606,[139302],[139302],[139302],[139302]
46,46,InceptionV4/InceptionV4/Mixed_5c/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5c/Branch_3/Conv2d_0b_1x1/Relu'],125920,15127,13296,268318,[141047],[141047],[141047],[141047]
47,47,InceptionV4/InceptionV4/Mixed_5c/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_5c/concat'],133602,5700,19976,19976,[131620],[131620],[131620],[131620]
48,48,InceptionV4/InceptionV4/Mixed_5c/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5c/Branch_1/Conv2d_0b_3x3/Relu'],133602,5700,13648,13648,[86023],[86023],[86023],[86023]
49,49,InceptionV4/InceptionV4/Mixed_5c/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5c/Branch_2/Conv2d_0b_3x3/Relu'],133602,5700,13648,13648,[86023],[86023],[86023],[86023]
50,50,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5c/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5c/Branch_3/Conv2d_0b_1x1/Relu'],125920,5700,8775,821606,[139302],[139302],[139302],[139302]
51,51,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5c/Branch_1/Conv2d_0b_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5c/Branch_1/Conv2d_0b_3x3/Relu'],80323,5700,8270,387238,[139302],[139302],[139302],[139302]
52,52,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5c/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5c/Branch_2/Conv2d_0b_3x3/Relu'],80323,5700,8270,387238,[139302],[139302],[139302],[139302]
53,53,InceptionV4/InceptionV4/Mixed_5c/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_5c/concat'],133602,5700,19976,19976,[131620],[131620],[131620],[131620]
54,54,InceptionV4/InceptionV4/Mixed_5c/Branch_1/Conv2d_0b_3x3/Relu,Relu,['InceptionV4/InceptionV4/Mixed_5c/concat'],133602,5700,19976,19976,[131620],[131620],[131620],[131620]
55,55,InceptionV4/InceptionV4/Mixed_5c/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5c/Branch_2/Conv2d_0c_3x3/Relu'],133602,5700,19976,19976,[119406],[119406],[119406],[119406]
56,56,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5c/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5c/Branch_2/Conv2d_0c_3x3/Relu'],113706,5700,10034,6532990,[139302],[139302],[139302],[139302]
57,57,InceptionV4/InceptionV4/Mixed_5c/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionV4/InceptionV4/Mixed_5c/concat'],133602,5700,19976,19976,[131620],[131620],[131620],[131620]
58,58,InceptionV4/InceptionV4/Mixed_5c/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5d/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5d/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5d/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV4/InceptionV4/Mixed_5d/Branch_3/AvgPool_0a_3x3/AvgPool']",125920,15127,19765,19765,"[141047, 141047, 141047, 141047]","[141047, 141047, 141047, 141047]","[141047, 141047, 141047, 141047]","[141047, 141047, 141047, 141047]"
59,59,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5d/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5d/Branch_0/Conv2d_0a_1x1/Relu'],125920,5700,8775,821606,[139302],[139302],[139302],[139302]
60,60,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5d/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5d/Branch_1/Conv2d_0a_1x1/Relu'],125920,5700,11970,821606,[139302],[139302],[139302],[139302]
61,61,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5d/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5d/Branch_2/Conv2d_0a_1x1/Relu'],125920,5700,11970,821606,[139302],[139302],[139302],[139302]
62,62,InceptionV4/InceptionV4/Mixed_5d/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5d/Branch_3/Conv2d_0b_1x1/Relu'],125920,15127,13296,268318,[141047],[141047],[141047],[141047]
63,63,InceptionV4/InceptionV4/Mixed_5d/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_5d/concat'],133602,5700,19976,19976,[131620],[131620],[131620],[131620]
64,64,InceptionV4/InceptionV4/Mixed_5d/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5d/Branch_1/Conv2d_0b_3x3/Relu'],133602,5700,13648,13648,[86023],[86023],[86023],[86023]
65,65,InceptionV4/InceptionV4/Mixed_5d/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5d/Branch_2/Conv2d_0b_3x3/Relu'],133602,5700,13648,13648,[86023],[86023],[86023],[86023]
66,66,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5d/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5d/Branch_3/Conv2d_0b_1x1/Relu'],125920,5700,8775,821606,[139302],[139302],[139302],[139302]
67,67,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5d/Branch_1/Conv2d_0b_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5d/Branch_1/Conv2d_0b_3x3/Relu'],80323,5700,8270,387238,[139302],[139302],[139302],[139302]
68,68,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5d/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5d/Branch_2/Conv2d_0b_3x3/Relu'],80323,5700,8270,387238,[139302],[139302],[139302],[139302]
69,69,InceptionV4/InceptionV4/Mixed_5d/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_5d/concat'],133602,5700,19976,19976,[131620],[131620],[131620],[131620]
70,70,InceptionV4/InceptionV4/Mixed_5d/Branch_1/Conv2d_0b_3x3/Relu,Relu,['InceptionV4/InceptionV4/Mixed_5d/concat'],133602,5700,19976,19976,[131620],[131620],[131620],[131620]
71,71,InceptionV4/InceptionV4/Mixed_5d/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5d/Branch_2/Conv2d_0c_3x3/Relu'],133602,5700,19976,19976,[119406],[119406],[119406],[119406]
72,72,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5d/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5d/Branch_2/Conv2d_0c_3x3/Relu'],113706,5700,10034,6532990,[139302],[139302],[139302],[139302]
73,73,InceptionV4/InceptionV4/Mixed_5d/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionV4/InceptionV4/Mixed_5d/concat'],133602,5700,19976,19976,[131620],[131620],[131620],[131620]
74,74,InceptionV4/InceptionV4/Mixed_5d/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5e/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5e/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5e/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV4/InceptionV4/Mixed_5e/Branch_3/AvgPool_0a_3x3/AvgPool']",125920,15127,19765,19765,"[141047, 141047, 141047, 141047]","[141047, 141047, 141047, 141047]","[141047, 141047, 141047, 141047]","[141047, 141047, 141047, 141047]"
75,75,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5e/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5e/Branch_0/Conv2d_0a_1x1/Relu'],125920,5700,8775,821606,[139302],[139302],[139302],[139302]
76,76,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5e/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5e/Branch_1/Conv2d_0a_1x1/Relu'],125920,5700,11970,821606,[139302],[139302],[139302],[139302]
77,77,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5e/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5e/Branch_2/Conv2d_0a_1x1/Relu'],125920,5700,11970,821606,[139302],[139302],[139302],[139302]
78,78,InceptionV4/InceptionV4/Mixed_5e/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5e/Branch_3/Conv2d_0b_1x1/Relu'],125920,15127,13296,268318,[141047],[141047],[141047],[141047]
79,79,InceptionV4/InceptionV4/Mixed_5e/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_5e/concat'],133602,5700,19976,19976,[131620],[131620],[131620],[131620]
80,80,InceptionV4/InceptionV4/Mixed_5e/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5e/Branch_1/Conv2d_0b_3x3/Relu'],133602,5700,13648,13648,[86023],[86023],[86023],[86023]
81,81,InceptionV4/InceptionV4/Mixed_5e/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5e/Branch_2/Conv2d_0b_3x3/Relu'],133602,5700,13648,13648,[86023],[86023],[86023],[86023]
82,82,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5e/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5e/Branch_3/Conv2d_0b_1x1/Relu'],125920,5700,8775,821606,[139302],[139302],[139302],[139302]
83,83,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5e/Branch_1/Conv2d_0b_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5e/Branch_1/Conv2d_0b_3x3/Relu'],80323,5700,8270,387238,[139302],[139302],[139302],[139302]
84,84,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5e/Branch_2/Conv2d_0b_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5e/Branch_2/Conv2d_0b_3x3/Relu'],80323,5700,8270,387238,[139302],[139302],[139302],[139302]
85,85,InceptionV4/InceptionV4/Mixed_5e/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_5e/concat'],133602,5700,19976,19976,[131620],[131620],[131620],[131620]
86,86,InceptionV4/InceptionV4/Mixed_5e/Branch_1/Conv2d_0b_3x3/Relu,Relu,['InceptionV4/InceptionV4/Mixed_5e/concat'],133602,5700,19976,19976,[131620],[131620],[131620],[131620]
87,87,InceptionV4/InceptionV4/Mixed_5e/Branch_2/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5e/Branch_2/Conv2d_0c_3x3/Relu'],133602,5700,19976,19976,[119406],[119406],[119406],[119406]
88,88,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_5e/Branch_2/Conv2d_0c_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_5e/Branch_2/Conv2d_0c_3x3/Relu'],113706,5700,10034,6532990,[139302],[139302],[139302],[139302]
89,89,InceptionV4/InceptionV4/Mixed_5e/Branch_2/Conv2d_0c_3x3/Relu,Relu,['InceptionV4/InceptionV4/Mixed_5e/concat'],133602,5700,19976,19976,[131620],[131620],[131620],[131620]
90,90,InceptionV4/InceptionV4/Mixed_5e/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6a/Branch_0/Conv2d_1a_3x3/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6a/Branch_1/Conv2d_0a_1x1/Relu', 'InceptionV4/InceptionV4/Mixed_6a/Branch_2/MaxPool_1a_3x3/MaxPool']",125920,15127,19765,19765,"[232500, 163789, 141047]","[232500, 163789, 141047]","[232500, 163789, 141047]","[232500, 163789, 141047]"
91,91,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6a/Branch_0/Conv2d_1a_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6a/Branch_0/Conv2d_1a_3x3/Relu'],217373,5642,177320,2835998,[139244],[139244],[139244],[139244]
92,92,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6a/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6a/Branch_1/Conv2d_0a_1x1/Relu'],148662,11756,9624,6532990,[125462],[125462],[125462],[125462]
93,93,InceptionV4/InceptionV4/Mixed_6a/Branch_2/MaxPool_1a_3x3/MaxPool,MaxPool,['InceptionV4/InceptionV4/Mixed_6a/concat'],125920,5642,12670,695137,[56639],[56639],[56639],[56639]
