,Unnamed: 0,op_id,op_type,suc,read,write,maca,cv_dsp,"('maca', 'maca')","('maca', 'cv_dsp')","('cv_dsp', 'maca')","('cv_dsp', 'cv_dsp')"
21,21,node22,Relu,['node23'],133602,3094,6110,6110,[116800],[116800],[116800],[116800]
22,22,node15,Relu,['node23'],133602,5700,17639,17639,[119406],[119406],[119406],[119406]
23,23,node19,Relu,['node23'],133602,3094,6110,6110,[116800],[116800],[116800],[116800]
24,24,node23,Concat,"['node24', 'node26', 'node30', 'node34']",113706,11717,8547,8547,"[125423, 125423, 125423, 125423]","[125423, 125423, 125423, 125423]","[125423, 125423, 125423, 125423]","[125423, 125423, 125423, 125423]"
25,25,node24,Conv,['node25'],113706,5700,2587,1247502,[139302],[139302],[139302],[139302]
26,26,node26,Conv,['node27'],113706,5700,2587,1247502,[139302],[139302],[139302],[139302]
27,27,node30,Conv,['node31'],113706,3094,1406,1075038,[136696],[136696],[136696],[136696]
28,28,node34,MaxPool,['node35'],113706,11717,1605,345731,[125423],[125423],[125423],[125423]
29,29,node25,Relu,['node37'],133602,5700,17639,17639,[88965],[88965],[88965],[88965]
30,30,node27,Relu,['node28'],133602,5700,17639,17639,[88965],[88965],[88965],[88965]
31,31,node31,Relu,['node32'],133602,3094,6110,6110,[136696],[136696],[136696],[136696]
32,32,node35,Conv,['node36'],113706,3094,1707,554566,[136696],[136696],[136696],[136696]
33,33,node28,Conv,['node29'],83265,11686,15491,2171277,[92009],[92009],[92009],[92009]
34,34,node32,Conv,['node33'],133602,3983,11234,387238,[137585],[137585],[137585],[137585]
35,35,node36,Relu,['node37'],133602,3094,7935,7935,[86359],[86359],[86359],[86359]
36,36,node29,Relu,['node37'],80323,11686,23335,23335,[94951],[94951],[94951],[94951]
37,37,node33,Relu,['node37'],133602,3983,12884,12884,[87248],[87248],[87248],[87248]
38,38,node37,Concat,['node38'],83265,15127,15072,15072,[66124],[66124],[66124],[66124]
39,39,node38,MaxPool,"['node39', 'node41', 'node45', 'node49']",50997,5642,10179,481805,"[85965, 139244, 139244, 139244]","[85965, 139244, 139244, 139244]","[85965, 139244, 139244, 139244]","[85965, 139244, 139244, 139244]"
40,40,node39,Conv,['node40'],80323,3094,4854,4432875,[136696],[136696],[136696],[136696]
41,41,node41,Conv,['node42'],133602,3094,2627,410095,[136696],[136696],[136696],[136696]
42,42,node45,Conv,['node46'],133602,3094,7819,818059,[136696],[136696],[136696],[136696]
43,43,node49,MaxPool,['node50'],133602,5642,3373,141552,[139244],[139244],[139244],[139244]
44,44,node40,Relu,['node52'],133602,3094,6618,6618,[136696],[136696],[136696],[136696]
45,45,node42,Relu,['node43'],133602,3094,5393,5393,[116800],[116800],[116800],[116800]
46,46,node46,Relu,['node47'],133602,3094,4357,4357,[136696],[136696],[136696],[136696]
47,47,node50,Conv,['node51'],133602,3094,1611,1551558,[136696],[136696],[136696],[136696]
48,48,node43,Conv,['node44'],113706,3094,7214,821606,[136696],[136696],[136696],[136696]
49,49,node47,Conv,['node48'],133602,3094,2364,1551558,[136696],[136696],[136696],[136696]
50,50,node51,Relu,['node52'],133602,3094,4920,4920,[136696],[136696],[136696],[136696]
51,51,node44,Relu,['node52'],133602,3094,7129,7129,[136696],[136696],[136696],[136696]
52,52,node48,Relu,['node52'],133602,3094,4786,4786,[136696],[136696],[136696],[136696]
53,53,node52,Concat,"['node53', 'node55', 'node59', 'node63']",133602,5642,6287,6287,"[85965, 85965, 139244, 139244]","[85965, 85965, 139244, 139244]","[85965, 85965, 139244, 139244]","[85965, 85965, 139244, 139244]"
54,54,node53,Conv,['node54'],80323,3094,28347,3970544,[136696],[136696],[136696],[136696]
55,55,node55,Conv,['node56'],80323,3094,3396,554566,[136696],[136696],[136696],[136696]
56,56,node59,Conv,['node60'],133602,3094,10108,818059,[136696],[136696],[136696],[136696]
57,57,node63,MaxPool,['node64'],133602,5642,3373,144063,[139244],[139244],[139244],[139244]
58,58,node54,Relu,['node66'],133602,3094,6066,6066,[136696],[136696],[136696],[136696]
59,59,node56,Relu,['node57'],133602,3094,5741,5741,[116800],[116800],[116800],[116800]
60,60,node60,Relu,['node61'],133602,3094,4440,4440,[136696],[136696],[136696],[136696]
61,61,node64,Conv,['node65'],133602,3094,2966,1551558,[136696],[136696],[136696],[136696]
62,62,node57,Conv,['node58'],113706,3094,3826,821606,[136696],[136696],[136696],[136696]
63,63,node61,Conv,['node62'],133602,3094,4618,410095,[136696],[136696],[136696],[136696]
64,64,node65,Relu,['node66'],133602,3094,4920,4920,[136696],[136696],[136696],[136696]
65,65,node58,Relu,['node66'],133602,3094,6996,6996,[136696],[136696],[136696],[136696]
66,66,node62,Relu,['node66'],133602,3094,4920,4920,[136696],[136696],[136696],[136696]
67,67,node66,Concat,"['node67', 'node69', 'node73', 'node77']",133602,5642,6287,6287,"[85965, 85965, 139244, 139244]","[85965, 85965, 139244, 139244]","[85965, 85965, 139244, 139244]","[85965, 85965, 139244, 139244]"
68,68,node67,Conv,['node68'],80323,3094,2515,554566,[136696],[136696],[136696],[136696]
69,69,node69,Conv,['node70'],80323,3094,2515,554566,[136696],[136696],[136696],[136696]
70,70,node73,Conv,['node74'],133602,3094,10108,818059,[136696],[136696],[136696],[136696]
71,71,node77,MaxPool,['node78'],133602,5642,3373,144063,[139244],[139244],[139244],[139244]
72,72,node68,Relu,['node80'],133602,3094,5862,5862,[136696],[136696],[136696],[136696]
73,73,node70,Relu,['node71'],133602,3094,5862,5862,[86359],[86359],[86359],[86359]
74,74,node74,Relu,['node75'],133602,3094,4440,4440,[136696],[136696],[136696],[136696]
75,75,node78,Conv,['node79'],133602,3094,2966,1551558,[136696],[136696],[136696],[136696]
76,76,node71,Conv,['node72'],83265,3094,25204,821606,[136696],[136696],[136696],[136696]
77,77,node75,Conv,['node76'],133602,3094,4618,410095,[136696],[136696],[136696],[136696]
78,78,node79,Relu,['node80'],133602,3094,4920,4920,[136696],[136696],[136696],[136696]
79,79,node72,Relu,['node80'],133602,3094,7472,7472,[136696],[136696],[136696],[136696]
80,80,node76,Relu,['node80'],133602,3094,4920,4920,[136696],[136696],[136696],[136696]
81,81,node80,Concat,"['node81', 'node83', 'node87', 'node91']",133602,5642,6287,6287,"[85965, 85965, 139244, 139244]","[85965, 85965, 139244, 139244]","[85965, 85965, 139244, 139244]","[85965, 85965, 139244, 139244]"
82,82,node81,Conv,['node82'],80323,3094,3396,554566,[136696],[136696],[136696],[136696]
83,83,node83,Conv,['node84'],80323,3094,3721,554566,[136696],[136696],[136696],[136696]
84,84,node87,Conv,['node88'],133602,3094,1758,1551558,[136696],[136696],[136696],[136696]
85,85,node91,MaxPool,['node92'],133602,5642,3373,144063,[139244],[139244],[139244],[139244]
86,86,node82,Relu,['node94'],133602,3094,5741,5741,[136696],[136696],[136696],[136696]
87,87,node84,Relu,['node85'],133602,3094,6110,6110,[3094],[3094],[3094],[3094]
88,88,node88,Relu,['node89'],133602,3094,4517,4517,[136696],[136696],[136696],[136696]
89,89,node92,Conv,['node93'],133602,3094,2966,1551558,[136696],[136696],[136696],[136696]
90,90,node85,Conv,['node86'],0,3094,12533,387238,[136696],[136696],[136696],[136696]
91,91,node89,Conv,['node90'],133602,3094,3428,554566,[136696],[136696],[136696],[136696]
92,92,node93,Relu,['node94'],133602,3094,4920,4920,[136696],[136696],[136696],[136696]
93,93,node86,Relu,['node94'],133602,3094,8032,8032,[136696],[136696],[136696],[136696]
94,94,node90,Relu,['node94'],133602,3094,4920,4920,[136696],[136696],[136696],[136696]
95,95,node94,Concat,"['node95', 'node97', 'node101', 'node105']",133602,5642,5244,5244,"[119348, 85965, 139244, 139244]","[119348, 85965, 139244, 139244]","[119348, 85965, 139244, 139244]","[119348, 85965, 139244, 139244]"
96,96,node95,Conv,['node96'],113706,3094,2940,1247502,[136696],[136696],[136696],[136696]
97,97,node97,Conv,['node98'],80323,3094,1347,3970544,[136696],[136696],[136696],[136696]
98,98,node101,Conv,['node102'],133602,3094,14921,1551558,[136696],[136696],[136696],[136696]
99,99,node105,MaxPool,['node106'],133602,5642,5533,144063,[85965],[85965],[85965],[85965]
100,100,node96,Relu,['node108'],133602,3094,7472,7472,[83417],[83417],[83417],[83417]
101,101,node98,Relu,['node99'],133602,3094,6066,6066,[129014],[129014],[129014],[129014]
102,102,node102,Relu,['node103'],133602,3094,4517,4517,[136696],[136696],[136696],[136696]
103,103,node106,Conv,['node107'],80323,3094,24641,554566,[136696],[136696],[136696],[136696]
104,104,node99,Conv,['node100'],125920,3642,18645,6532990,[137244],[137244],[137244],[137244]
105,105,node103,Conv,['node104'],133602,3094,3883,4432875,[136696],[136696],[136696],[136696]
106,106,node107,Relu,['node108'],133602,3094,5862,5862,[83417],[83417],[83417],[83417]
107,107,node100,Relu,['node108'],133602,3642,8189,8189,[83965],[83965],[83965],[83965]
108,108,node104,Relu,['node108'],133602,3094,5862,5862,[83417],[83417],[83417],[83417]
109,109,node108,Concat,['node109'],80323,0,8338,8338,[66106],[66106],[66106],[66106]
110,110,node109,MaxPool,"['node110', 'node112', 'node116', 'node120']",66106,3094,2644,161904,"[69093, 69200, 136696, 136696]","[69093, 69200, 136696, 136696]","[69093, 69200, 136696, 136696]","[69093, 69200, 136696, 136696]"
111,111,node110,Conv,['node111'],65999,3094,2503,410095,[136696],[136696],[136696],[136696]
112,112,node112,Conv,['node113'],66106,3094,1268,1551558,[136696],[136696],[136696],[136696]
113,113,node116,Conv,['node117'],133602,3094,756,818059,[136696],[136696],[136696],[136696]
114,114,node120,MaxPool,['node121'],133602,3094,422,42901,[69200],[69200],[69200],[69200]
115,115,node111,Relu,['node123'],133602,3094,4873,4873,[136696],[136696],[136696],[136696]
116,116,node113,Relu,['node114'],133602,3094,4618,4618,[129014],[129014],[129014],[129014]
117,117,node117,Relu,['node118'],133602,3094,4154,4154,[136696],[136696],[136696],[136696]
118,118,node121,Conv,['node122'],66106,3094,1030,1551558,[136696],[136696],[136696],[136696]
119,119,node114,Conv,['node115'],125920,3094,38678,4432875,[136696],[136696],[136696],[136696]
120,120,node118,Conv,['node119'],133602,3094,951,1551558,[136696],[136696],[136696],[136696]
121,121,node122,Relu,['node123'],133602,3094,4456,4456,[136696],[136696],[136696],[136696]
122,122,node115,Relu,['node123'],133602,3094,5125,5125,[136696],[136696],[136696],[136696]
123,123,node119,Relu,['node123'],133602,3094,4456,4456,[136696],[136696],[136696],[136696]
124,124,node123,Concat,"['node124', 'node126', 'node130', 'node134']",133602,3094,4363,4363,"[54091, 69093, 136696, 136696]","[54091, 69093, 136696, 136696]","[54091, 69093, 136696, 136696]","[54091, 69093, 136696, 136696]"
125,125,node124,Conv,['node125'],50997,3094,13683,554566,[136696],[136696],[136696],[136696]
126,126,node126,Conv,['node127'],65999,3094,1057,1551558,[136696],[136696],[136696],[136696]
127,127,node130,Conv,['node131'],133602,3094,1080,818059,[136696],[136696],[136696],[136696]
128,128,node134,MaxPool,['node135'],133602,3094,422,42901,[69200],[69200],[69200],[69200]
129,129,node125,Relu,['node137'],133602,3094,5153,5153,[136696],[136696],[136696],[136696]
130,130,node127,Relu,['node128'],133602,3094,4784,4784,[67718],[67718],[67718],[67718]
131,131,node131,Relu,['node132'],133602,3094,4165,4165,[83417],[83417],[83417],[83417]
132,132,node135,Conv,['node136'],66106,3094,1030,1551558,[136696],[136696],[136696],[136696]
133,133,node128,Conv,['node129'],64624,3094,2587,1247502,[136696],[136696],[136696],[136696]
134,134,node132,Conv,['node133'],80323,3094,2465,1551558,[136696],[136696],[136696],[136696]
135,135,node136,Relu,['node137'],133602,3094,4456,4456,[136696],[136696],[136696],[136696]
136,136,node129,Relu,['node137'],133602,3094,5153,5153,[136696],[136696],[136696],[136696]
137,137,node133,Relu,['node137'],133602,3094,4456,4456,[136696],[136696],[136696],[136696]
138,138,node137,Concat,['node138'],133602,3094,4363,4363,[136696],[136696],[136696],[136696]
139,139,node138,AveragePool,['node139'],133602,3094,-1,80210,[136696],[136696],[136696],[136696]
140,140,node139,Reshape,['node141'],133602,3094,-1,6994,[3194],[3194],[3194],[3194]
141,141,node141,Gemm,[],100,100,100,100,[],[],[],[]
